"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF","g7_count","g7_BF","g8_count","g8_BF","g9_count","g9_BF","g10_count","g10_BF","g11_count","g11_BF","g12_count","g12_BF","g13_count","g13_BF","g14_count","g4_BF.1","g15_count","g15_BF"
"7771","COPB1",0.931,"NA","85 vs 69","8 vs 5",0.57,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"4 vs 2",1.41,"-",NA,"-",NA,"10 vs 9",1.1,"-",NA,"-",NA,"63 vs 53",1.05,"-",NA,"-",NA
"7772","UPB1",0.9309,"5","161 vs 165","-",NA,"-",NA,"-",NA,"-",NA,"42 vs 52",0.89,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"96 vs 83",1.04,"23 vs 30",1,"-",NA
"7773","CENPU",0.9309,"NA","95 vs 86","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 0",1.12,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"41 vs 44",0.83,"51 vs 42",1,"-",NA
"7774","PKIA",0.9309,"NA","1 vs 2","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"-",NA
"7775","SLC23A3",0.9308,"NA","90 vs 71","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.96,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"29 vs 27",0.97,"61 vs 43",1,"-",NA
"7776","CHRM4",0.9307,"NA","36 vs 31","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 4",0.61,"-",NA,"-",NA,"23 vs 17",1.55,"-",NA,"-",NA,"10 vs 10",0.98,"-",NA,"-",NA
"7777","LSR",0.9304,"NA","374 vs 395","-",NA,"-",NA,"-",NA,"-",NA,"16 vs 12",0.91,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"72 vs 75",1.03,"55 vs 49",1,"231 vs 259",1
"7778","CLEC2L",0.9303,"NA","16 vs 14","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.95,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"13 vs 11",0.98,"-",NA,"-",NA
"7779","SYNPR",0.9303,"NA","74 vs 55","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"30 vs 27",0.93,"44 vs 28",1,"-",NA
"7780","VAMP2",0.9303,NA,"5 vs 10","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"5 vs 10",0.93,"-",NA,"-",NA
"7781","MRPL46",0.9299,"NA","277 vs 285","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.96,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"33 vs 28",0.97,"91 vs 99",1,"152 vs 156",1
"7782","ABCB8",0.9298,"NA","1993 vs 2057","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"103 vs 93",0.95,"238 vs 237",1,"1651 vs 1726",0.99
"7783","KDELC2",0.9298,"NA","459 vs 479","-",NA,"-",NA,"-",NA,"-",NA,"11 vs 15",0.9,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"64 vs 64",1.04,"88 vs 96",1,"296 vs 304",1
"7784","LAMTOR4",0.9298,"NA","27 vs 25","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"27 vs 25",0.93,"-",NA,"-",NA
"7785","TIAM1",0.9296,"NA","954 vs 940","1 vs 0",1.38,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"40 vs 34",0.59,"-",NA,"-",NA,"180 vs 169",1.16,"320 vs 315",0.99,"413 vs 422",0.99
"7786","COX20",0.9296,"NA","201 vs 207","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"25 vs 19",0.93,"-",NA,"175 vs 187",1
"7787","ANKRD13B",0.9295,"NA","41 vs 39","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"5 vs 3",1.26,"-",NA,"-",NA,"20 vs 15",1.17,"-",NA,"-",NA,"16 vs 21",0.63,"-",NA,"-",NA
"7788","BLOC1S1",0.9295,"NA","18 vs 14","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"18 vs 14",0.93,"-",NA,"-",NA
"7789","ARMCX2",0.9294,"NA","25 vs 26","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"17 vs 19",0.9,"-",NA,"-",NA,"8 vs 7",1.03,"-",NA,"-",NA
"7790","UNC93A",0.9294,"NA","760 vs 737","-",NA,"-",NA,"-",NA,"-",NA,"66 vs 56",0.9,"245 vs 267",1,"-",NA,"-",NA,"-",NA,"3 vs 3",1.01,"-",NA,"-",NA,"85 vs 71",1.03,"361 vs 340",0.99,"-",NA
"7791","HNRNPL",0.9292,"NA","18 vs 13","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.74,"-",NA,"-",NA,"13 vs 11",0.99,"-",NA,"-",NA,"4 vs 0",1.26,"-",NA,"-",NA
"7792","MIB1",0.9291,"4","58 vs 52","-",NA,"-",NA,"-",NA,"-",NA,"14 vs 10",1.24,"-",NA,"0 vs 2",0.67,"-",NA,"-",NA,"13 vs 14",0.71,"-",NA,"-",NA,"31 vs 26",1.57,"-",NA,"-",NA
"7793","CAT",0.9289,"NA","91 vs 104","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.94,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"75 vs 75",0.99,"15 vs 27",1,"-",NA
"7794","DLG4",0.9289,"5","72 vs 93","2 vs 0",1.9,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"17 vs 14",0.51,"-",NA,"-",NA,"18 vs 15",1.06,"35 vs 62",1,"-",NA,"0 vs 2",0.91,"-",NA,"-",NA
"7795","IGFN1",0.9288,"NA","20 vs 29","-",NA,"-",NA,"-",NA,"-",NA,"20 vs 29",0.93,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"7796","DCTN5",0.9288,"5","3 vs 4","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"0 vs 0",1,"-",NA,"-",NA,"2 vs 1",1.09,"-",NA,"-",NA,"1 vs 3",0.86,"-",NA,"-",NA
"7797","HIST1H3G",0.9286,"NA","12 vs 12","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.97,"-",NA,"-",NA,"-",NA,"-",NA,"6 vs 6",0.99,"-",NA,"-",NA,"5 vs 5",0.96,"-",NA,"-",NA
"7798","SZT2",0.9285,"NA","1041 vs 975","-",NA,"-",NA,"-",NA,"-",NA,"6 vs 4",1.07,"-",NA,"-",NA,"-",NA,"-",NA,"75 vs 72",0.94,"-",NA,"199 vs 174",0.95,"268 vs 231",0.98,"316 vs 307",0.99,"177 vs 187",1
"7799","HEXIM1",0.9284,"NA","21 vs 23","-",NA,"-",NA,"1 vs 0",1.45,"-",NA,"-",NA,"-",NA,"1 vs 1",0.95,"-",NA,"-",NA,"13 vs 16",0.66,"-",NA,"-",NA,"6 vs 6",1.02,"-",NA,"-",NA
"7800","PCMTD2",0.9283,"NA","35 vs 42","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.96,"-",NA,"-",NA,"-",NA,"-",NA,"4 vs 3",1.07,"-",NA,"-",NA,"31 vs 38",0.9,"-",NA,"-",NA
"7801","CCL15",0.9283,"NA","51 vs 43","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"26 vs 21",0.93,"25 vs 22",1,"-",NA
"7802","FGA",0.9282,"4","127 vs 126","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 7",0.8,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"118 vs 115",1.16,"7 vs 4",1,"-",NA
"7803","RCE1",0.9282,"NA","73 vs 53","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 5",0.77,"-",NA,"-",NA,"24 vs 16",1.21,"46 vs 32",1,"-",NA
"7804","LDB2",0.9281,"NA","16 vs 16","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"6 vs 4",1.12,"-",NA,"-",NA,"10 vs 12",0.83,"-",NA,"-",NA
"7805","CMTM7",0.9279,"NA","10 vs 12","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.97,"-",NA,"-",NA,"7 vs 9",0.95,"-",NA,"-",NA
"7806","KIF12",0.9278,"NA","146 vs 147","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"50 vs 49",0.93,"95 vs 97",1,"-",NA
"7807","DYRK3",0.9277,"NA","86 vs 84","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"62 vs 54",0.9,"23 vs 30",1,"-",NA
"7808","ZNF417",0.9274,"NA","52 vs 60","-",NA,"-",NA,"-",NA,"-",NA,"52 vs 60",0.93,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"7809","CCDC92",0.9273,"NA","235 vs 273","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.97,"-",NA,"-",NA,"-",NA,"-",NA,"18 vs 14",0.93,"-",NA,"-",NA,"76 vs 85",1.03,"140 vs 173",1,"-",NA
"7810","PTGES2",0.9273,"NA","166 vs 167","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 2",0.95,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"22 vs 24",0.98,"141 vs 140",1,"-",NA
"7811","MOB4",0.9272,"NA","5 vs 4","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 3",0.85,"-",NA,"-",NA,"3 vs 1",1.09,"-",NA,"-",NA
"7812","RNF181",0.927,"NA","49 vs 39","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 4",0.94,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"15 vs 14",0.99,"29 vs 21",1,"-",NA
"7813","KTI12",0.9269,"NA","64 vs 48","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 5",0.76,"5 vs 4",1,"-",NA,"56 vs 39",1.22,"-",NA,"-",NA
"7814","SERPINB10",0.9268,"NA","230 vs 195","-",NA,"-",NA,"-",NA,"-",NA,"12 vs 18",0.99,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"99 vs 88",0.94,"119 vs 89",1,"-",NA
"7815","SLC35A3",0.9268,"5","110 vs 111","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.94,"-",NA,"-",NA,"26 vs 24",0.99,"-",NA,"83 vs 85",1
"7816","SLC11A1",0.9267,"NA","372 vs 351","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 2",1.09,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"85 vs 85",0.86,"282 vs 264",0.99,"-",NA
"7817","EPS8L3",0.9266,"NA","576 vs 568","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 6",0.85,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"123 vs 112",1.1,"76 vs 74",1,"376 vs 376",1
"7818","RAI2",0.9265,"NA","42 vs 38","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"24 vs 25",0.93,"18 vs 13",1,"-",NA
"7819","NAA40",0.9265,"NA","63 vs 56","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"6 vs 8",0.82,"-",NA,"-",NA,"32 vs 22",1.14,"25 vs 26",1,"-",NA
"7820","IER5L",0.9265,"NA","11 vs 8","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"0 vs 0",1,"5 vs 2",1,"-",NA,"6 vs 6",0.93,"-",NA,"-",NA
"7821","C6orf226",0.9263,"NA","20 vs 16","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"12 vs 13",0.92,"8 vs 3",1,"-",NA
"7822","OR9A2",0.926,"NA","184 vs 174","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 2",0.95,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 2",1.03,"-",NA,"-",NA,"29 vs 26",0.94,"152 vs 144",1.01,"-",NA
"7823","OR2T3",0.926,"NA","0 vs 2","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 2",0.93,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"7824","TUBA3D",0.926,"NA","0 vs 2","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 2",0.93,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"7825","RAPGEF1",0.9259,"NA","174 vs 153","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"8 vs 4",1.73,"-",NA,"-",NA,"4 vs 3",1.1,"-",NA,"-",NA,"78 vs 86",0.49,"84 vs 60",1,"-",NA
"7826","FAM20C",0.9258,"NA","496 vs 464","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"11 vs 9",1.06,"46 vs 47",1,"-",NA,"51 vs 45",0.88,"106 vs 100",1,"282 vs 263",0.99
"7827","GSK3B",0.9257,"5","20 vs 13","0 vs 1",0.62,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.22,"-",NA,"-",NA,"3 vs 3",0.91,"-",NA,"-",NA,"16 vs 9",1.34,"-",NA,"-",NA
"7828","FAM199X",0.9257,"NA","6 vs 4","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.75,"-",NA,"-",NA,"3 vs 0",1.32,"-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"-",NA
"7829","ARL10",0.9257,"NA","96 vs 102","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"1 vs 0",1.22,"-",NA,"-",NA,"10 vs 13",0.71,"59 vs 63",1,"-",NA,"7 vs 6",1.02,"18 vs 20",1,"-",NA
"7830","IL18",0.9255,"NA","16 vs 21","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.1,"-",NA,"-",NA,"15 vs 21",0.84,"-",NA,"-",NA
"7831","SPIB",0.9254,"NA","28 vs 26","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 1",1.27,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"25 vs 25",0.73,"-",NA,"-",NA
"7832","SEM1",0.9253,"NA","1 vs 2","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.93,"-",NA,"-",NA
"7833","NOP16",0.9253,"NA","86 vs 87","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.94,"-",NA,"-",NA,"-",NA,"-",NA,"5 vs 5",0.9,"-",NA,"-",NA,"18 vs 12",1.1,"62 vs 68",1,"-",NA
"7834","CHODL",0.9253,"NA","60 vs 48","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"18 vs 18",0.93,"42 vs 30",1,"-",NA
"7835","MS4A8",0.9253,"NA","30 vs 37","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 1",1.1,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.1,"-",NA,"-",NA,"26 vs 36",0.77,"-",NA,"-",NA
"7836","DMRTC2",0.9252,"NA","66 vs 54","-",NA,"-",NA,"3 vs 4",0.39,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"34 vs 22",2.39,"29 vs 28",1,"-",NA
"7837","CDKN1A",0.925,"NA","82 vs 77","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 0",1.14,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"21 vs 27",0.81,"58 vs 50",1,"-",NA
"7838","LTBR",0.9249,"NA","145 vs 148","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 4",0.61,"-",NA,"-",NA,"6 vs 6",0.89,"26 vs 36",1,"-",NA,"24 vs 16",1.71,"87 vs 86",1,"-",NA
"7839","C12orf4",0.9248,"NA","55 vs 46","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 1",1.12,"-",NA,"-",NA,"-",NA,"-",NA,"15 vs 16",0.9,"-",NA,"-",NA,"25 vs 21",0.92,"11 vs 8",1,"-",NA
"7840","PLD1",0.9247,"NA","569 vs 534","-",NA,"-",NA,"-",NA,"-",NA,"8 vs 8",0.94,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"173 vs 151",1,"269 vs 256",0.99,"119 vs 119",1
"7841","RGS16",0.9246,"NA","72 vs 67","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"41 vs 39",0.93,"31 vs 28",1,"-",NA
"7842","CA14",0.9244,"NA","55 vs 57","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 0",1.08,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"53 vs 57",0.86,"-",NA,"-",NA
"7843","WRNIP1",0.9241,"NA","236 vs 225","-",NA,"-",NA,"2 vs 1",1.16,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"64 vs 62",0.8,"170 vs 162",1,"-",NA
"7844","PPIL3",0.9241,"NA","16 vs 15","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.1,"-",NA,"-",NA,"15 vs 15",0.84,"-",NA,"-",NA
"7845","PPP1R18",0.924,"NA","264 vs 278","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"13 vs 13",1,"50 vs 47",1,"-",NA,"39 vs 30",0.93,"162 vs 188",1,"-",NA
"7846","ZNF222",0.924,"NA","372 vs 321","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 6",0.82,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"69 vs 60",1.14,"176 vs 142",1,"127 vs 113",1
"7847","CTSV",0.9239,"NA","54 vs 58","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 1",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"43 vs 45",0.89,"9 vs 12",1,"-",NA
"7848","C1orf226",0.9238,"NA","40 vs 40","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"24 vs 23",0.93,"16 vs 17",1,"-",NA
"7849","GRPEL2",0.9237,"NA","27 vs 27","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"26 vs 27",0.89,"-",NA,"-",NA
"7850","CCL13",0.9236,"NA","66 vs 76","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"7 vs 9",0.89,"58 vs 67",1,"-",NA
"7851","TCEAL4",0.9235,"NA","9 vs 10","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 3",0.93,"-",NA,"-",NA,"2 vs 2",0.99,"5 vs 5",1,"-",NA
"7852","STARD6",0.9234,"NA","512 vs 553","-",NA,"-",NA,"-",NA,"-",NA,"12 vs 16",0.91,"440 vs 483",1,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"26 vs 18",1.02,"34 vs 36",1,"-",NA
"7853","RABGGTB",0.9234,"NA","14 vs 13","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.96,"-",NA,"-",NA,"-",NA,"-",NA,"7 vs 10",0.71,"-",NA,"-",NA,"7 vs 2",1.35,"-",NA,"-",NA
"7854","SLC7A9",0.9233,"NA","147 vs 127","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 2",1.01,"-",NA,"-",NA,"-",NA,"-",NA,"15 vs 10",1.03,"-",NA,"-",NA,"52 vs 54",0.89,"77 vs 61",1,"-",NA
"7855","CXCL10",0.9233,"NA","90 vs 94","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"5 vs 7",0.92,"85 vs 87",1,"-",NA
"7856","OTC",0.9232,"NA","300 vs 278","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"0 vs 2",0.82,"-",NA,"-",NA,"8 vs 5",1.13,"-",NA,"292 vs 271",1
"7857","QKI",0.9232,"NA","17 vs 11","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.78,"-",NA,"-",NA,"9 vs 5",1.1,"-",NA,"-",NA,"5 vs 3",1.08,"-",NA,"-",NA
"7858","DLG3",0.923,"NA","21 vs 16","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"0 vs 1",0.94,"19 vs 13",1,"-",NA
"7859","SNCB",0.923,"NA","9 vs 8","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.86,"-",NA,"-",NA,"8 vs 6",1.07,"-",NA,"-",NA
"7860","PCDHA9",0.9229,"4","4 vs 4","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 4",0.92,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"7861","GPM6B",0.9227,"NA","12 vs 15","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.78,"-",NA,"-",NA,"3 vs 3",0.97,"-",NA,"-",NA,"4 vs 1",1.22,"5 vs 10",1,"-",NA
"7862","CLEC4F",0.9227,"NA","672 vs 627","-",NA,"-",NA,"-",NA,"-",NA,"8 vs 4",1.07,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"89 vs 77",0.88,"575 vs 546",0.98,"-",NA
"7863","DXO",0.9227,"NA","162 vs 142","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 2",0.95,"-",NA,"-",NA,"-",NA,"-",NA,"15 vs 13",1.01,"82 vs 71",1,"-",NA,"33 vs 25",0.96,"31 vs 31",1,"-",NA
"7864","PSMB4",0.9226,"NA","19 vs 19","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"8 vs 9",0.92,"-",NA,"-",NA,"11 vs 10",1.01,"-",NA,"-",NA
"7865","ADCK2",0.9225,"NA","289 vs 307","-",NA,"-",NA,"-",NA,"-",NA,"69 vs 59",0.99,"-",NA,"-",NA,"-",NA,"-",NA,"42 vs 25",2.45,"8 vs 21",1,"-",NA,"39 vs 56",0.38,"131 vs 146",1,"-",NA
"7866","SLC1A3",0.9225,"NA","269 vs 218","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 0",1.1,"-",NA,"-",NA,"-",NA,"-",NA,"19 vs 14",1.1,"-",NA,"-",NA,"27 vs 24",0.76,"-",NA,"221 vs 180",1
"7867","SPINT4",0.9224,"NA","689 vs 640","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 2",0.95,"-",NA,"-",NA,"-",NA,"-",NA,"2 vs 0",1.24,"-",NA,"-",NA,"12 vs 15",0.78,"-",NA,"675 vs 623",1
"7868","EVA1C",0.9224,"NA","265 vs 250","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"16 vs 16",0.88,"144 vs 124",1,"-",NA,"40 vs 38",1.02,"64 vs 72",1,"-",NA
"7869","AL512428.1",0.9223,"NA","4 vs 6","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",1.02,"-",NA,"-",NA,"1 vs 3",0.91,"-",NA,"-",NA
"7870","STX7",0.9222,"NA","28 vs 28","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.04,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"27 vs 28",0.89,"-",NA,"-",NA
"7871","TMEM176A",0.9221,"NA","341 vs 369","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 0",1.08,"-",NA,"-",NA,"-",NA,"-",NA,"6 vs 3",1.3,"-",NA,"90 vs 94",0.95,"6 vs 16",0.7,"107 vs 116",1,"130 vs 140",1
"7872","GTF2H1",0.9221,"NA","112 vs 107","1 vs 0",1.38,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"29 vs 32",0.67,"82 vs 75",1,"-",NA
"7873","ZNF200",0.9221,"NA","597 vs 560","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 3",0.92,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"64 vs 55",1.01,"-",NA,"533 vs 502",0.99
"7874","TF",0.922,"NA","922 vs 888","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"32 vs 36",0.7,"51 vs 38",1,"710 vs 707",0.95,"68 vs 57",1.4,"61 vs 50",1,"-",NA
