"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"178","PTPRJ",3.2747,"NA","564 vs 504","-",NA,"-",NA,"5 vs 2",1.06,"-",NA,"1 vs 2",0.95,"558 vs 500",3.26
"179","LARP4",3.2662,"NA","1072 vs 944","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"3 vs 1",1.19,"1067 vs 943",1.08
"180","BTG4",3.2466,"NA","29 vs 6","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"28 vs 6",3.18
"181","SMARCD2",3.2465,"NA","42 vs 29","-",NA,"1 vs 0",1.59,"-",NA,"2 vs 0",1.48,"19 vs 12",1.4,"20 vs 17",0.99
"182","GRHL1",3.2407,"NA","68 vs 47","-",NA,"-",NA,"-",NA,"-",NA,"23 vs 10",3.28,"45 vs 37",0.99
"183","STAT5B",3.229,"NA","49 vs 34","-",NA,"-",NA,"-",NA,"10 vs 4",2.59,"31 vs 22",1.27,"8 vs 8",0.98
"184","SLC4A8",3.2204,"NA","49 vs 35","-",NA,"-",NA,"-",NA,"5 vs 1",2.17,"20 vs 11",1.48,"24 vs 23",1.01
"185","MYORG",3.2185,"NA","2852 vs 2819","-",NA,"-",NA,"2446 vs 2461",1.07,"-",NA,"42 vs 21",2.92,"364 vs 337",1.03
"186","BAZ2A",3.2115,"NA","519 vs 577","2 vs 0",2.57,"-",NA,"-",NA,"-",NA,"112 vs 118",1.35,"405 vs 459",0.93
"187","HBQ1",3.2084,"NA","157 vs 141","-",NA,"-",NA,"3 vs 2",0.99,"7 vs 4",1.03,"34 vs 18",3.16,"113 vs 117",0.99
"188","FUT1",3.203,"NA","56 vs 31","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"37 vs 17",3.07,"18 vs 14",1.02
"189","CSNK1E",3.1848,"4","30 vs 31","-",NA,"1 vs 0",1.59,"-",NA,"5 vs 0",2.64,"18 vs 21",0.77,"6 vs 10",0.98
"190","MEF2C",3.18,"4","14 vs 8","-",NA,"-",NA,"-",NA,"9 vs 2",3.31,"2 vs 2",0.97,"3 vs 4",0.99
"191","DOCK4",3.1585,"4","1510 vs 1511","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"52 vs 30",7.64,"1458 vs 1480",0.99
"192","MRPS25",3.1577,"NA","18 vs 18","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"7 vs 2",1.3,"9 vs 16",0.96
"193","DBP",3.1504,"NA","71 vs 83","-",NA,"-",NA,"-",NA,"4 vs 0",2.8,"63 vs 78",1.13,"4 vs 5",1
"194","EHD4",3.1174,"NA","91 vs 64","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"44 vs 21",3.14,"46 vs 43",0.97
"195","UBR3",3.1133,"NA","414 vs 459","1 vs 0",1.58,"-",NA,"-",NA,"8 vs 5",1.32,"50 vs 41",1.48,"355 vs 413",1.01
"196","ZNF317",3.1096,"NA","220 vs 199","-",NA,"-",NA,"2 vs 2",1.01,"-",NA,"53 vs 27",3.18,"165 vs 170",0.96
"197","SH2D3C",3.1041,"NA","502 vs 483","-",NA,"-",NA,"1 vs 3",0.94,"-",NA,"81 vs 62",3.22,"420 vs 418",1.02
"198","PRDM12",3.0977,"NA","19 vs 8","-",NA,"-",NA,"-",NA,"4 vs 0",2.47,"9 vs 4",1.24,"6 vs 4",1.01
"199","MFAP4",3.088,"NA","41 vs 28","-",NA,"1 vs 0",1.59,"-",NA,"-",NA,"25 vs 9",1.94,"15 vs 19",1
"200","SYNGAP1",3.0838,"1","129 vs 114","-",NA,"-",NA,"-",NA,"16 vs 7",4.06,"112 vs 105",0.76,"1 vs 2",0.99
"201","SMARCA2",3.0811,NA,"112 vs 88","1 vs 0",1.58,"-",NA,"-",NA,"9 vs 5",2.01,"14 vs 14",0.96,"88 vs 69",1.01
"202","SF3A1",3.0768,"NA","40 vs 36","-",NA,"1 vs 0",1.59,"-",NA,"6 vs 1",2.45,"7 vs 15",0.8,"26 vs 20",0.98
"203","VASH2",3.0715,"NA","511 vs 472","-",NA,"2 vs 0",2.61,"-",NA,"-",NA,"4 vs 1",1.16,"505 vs 471",1.01
"204","MTMR6",3.0712,"NA","363 vs 379","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"363 vs 379",3.07
"205","DCAF15",3.0679,"NA","67 vs 44","-",NA,"-",NA,"-",NA,"9 vs 4",2.42,"7 vs 5",1.07,"51 vs 35",1.19
"206","MAML3",3.0502,"NA","447 vs 470","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 4",0.87,"445 vs 466",3.5
"207","SCN1A",3.03,"3","223 vs 247","-",NA,"-",NA,"-",NA,"13 vs 6",2.81,"96 vs 102",1.19,"114 vs 139",0.91
"208","TTC13",3.0093,"NA","304 vs 313","-",NA,"5 vs 1",3.76,"-",NA,"5 vs 4",0.9,"7 vs 8",0.9,"287 vs 300",0.99
"209","PHYHIP",3.0076,"NA","19 vs 10","-",NA,"-",NA,"-",NA,"9 vs 3",2.87,"10 vs 7",1.05,"-",NA
"210","FLNA",3.0037,"NA","214 vs 213","-",NA,"-",NA,"-",NA,"3 vs 0",1.79,"140 vs 147",1.5,"71 vs 66",1.12
"211","HGS",3.0022,"NA","174 vs 160","-",NA,"-",NA,"0 vs 2",0.96,"11 vs 4",2.71,"4 vs 3",1.07,"159 vs 151",1.08
"212","RLIM",2.9917,NA,"36 vs 26","-",NA,"2 vs 0",2.61,"-",NA,"-",NA,"2 vs 0",1.11,"32 vs 26",1.04
"213","CDC26",2.9905,"NA","55 vs 36","-",NA,"-",NA,"-",NA,"13 vs 6",2.76,"42 vs 28",1.09,"0 vs 2",0.99
"214","WDTC1",2.9721,"NA","63 vs 49","-",NA,"-",NA,"-",NA,"12 vs 7",1.78,"46 vs 36",1.67,"5 vs 6",1
"215","PAPOLA",2.9711,"NA","35 vs 28","-",NA,"-",NA,"-",NA,"10 vs 3",2.72,"11 vs 7",1.11,"14 vs 18",0.98
"216","TUBG2",2.9528,"NA","35 vs 25","-",NA,"-",NA,"2 vs 0",1.06,"7 vs 1",3.34,"18 vs 21",0.81,"8 vs 3",1.03
"217","ABHD2",2.9467,"NA","37 vs 31","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"5 vs 2",1.16,"30 vs 29",1
"218","MFAP2",2.9435,"NA","59 vs 54","-",NA,"-",NA,"0 vs 2",0.96,"-",NA,"18 vs 14",2.97,"41 vs 38",1.03
"219","NCKAP1L",2.9411,"NA","168 vs 177","-",NA,"3 vs 0",4.06,"-",NA,"-",NA,"31 vs 32",0.74,"134 vs 145",0.98
"220","ADAMTS6",2.9409,"NA","205 vs 228","2 vs 0",2.5,"-",NA,"-",NA,"-",NA,"129 vs 124",1.28,"74 vs 104",0.92
"221","ATP8A2",2.9238,"NA","238 vs 216","-",NA,"-",NA,"1 vs 0",1.02,"3 vs 0",2.04,"46 vs 27",1.5,"188 vs 189",0.94
"222","BBS5",2.9121,"NA","247 vs 219","-",NA,"-",NA,"1 vs 1",1,"-",NA,"122 vs 94",2.99,"124 vs 124",0.97
"223","KRT1",2.9106,"NA","431 vs 376","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"5 vs 4",1.06,"424 vs 372",1.08
"224","DRP2",2.9105,"NA","155 vs 102","-",NA,"-",NA,"7 vs 5",0.97,"-",NA,"32 vs 16",2.82,"116 vs 81",1.06
"225","LDHC",2.9055,"NA","138 vs 111","-",NA,"-",NA,"0 vs 3",0.95,"-",NA,"-",NA,"138 vs 108",3.05
"226","AKAP1",2.9052,"NA","650 vs 619","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"0 vs 3",0.87,"648 vs 616",1.31
"227","CHID1",2.9034,"NA","56 vs 33","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 3",0.92,"54 vs 30",3.16
"228","ADIPOQ",2.8994,"NA","500 vs 461","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"500 vs 460",2.96
"229","UBXN4",2.8981,"NA","73 vs 74","-",NA,"2 vs 0",2.61,"-",NA,"-",NA,"5 vs 3",1.13,"66 vs 71",0.99
"230","C17orf97",2.8771,"NA","131 vs 177","-",NA,"-",NA,"3 vs 4",0.96,"-",NA,"-",NA,"128 vs 173",3
"231","TRAPPC6B",2.8726,NA,"31 vs 18","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"9 vs 1",2.94,"21 vs 15",1
"232","CABIN1",2.8677,"NA","1798 vs 1811","-",NA,"-",NA,"10 vs 0",1.25,"5 vs 1",2.08,"247 vs 257",1.38,"1536 vs 1553",0.8
"233","KCNQ3",2.8624,"3","190 vs 198","-",NA,"-",NA,"-",NA,"7 vs 1",3.2,"8 vs 11",0.91,"175 vs 186",0.98
"234","SPDYE3",2.8585,"NA","122 vs 113","-",NA,"4 vs 1",2.69,"-",NA,"10 vs 8",1.35,"17 vs 20",0.78,"91 vs 84",1
"235","TBC1D9",2.8568,"NA","397 vs 335","-",NA,"1 vs 0",1.59,"-",NA,"-",NA,"53 vs 41",1.74,"343 vs 294",1.03
"236","PLEKHB1",2.8559,"NA","46 vs 46","-",NA,"-",NA,"3 vs 2",1.02,"-",NA,"-",NA,"43 vs 44",2.81
"237","LRP8",2.8479,"NA","104 vs 102","-",NA,"-",NA,"-",NA,"8 vs 1",3.88,"40 vs 43",0.7,"56 vs 58",1.05
"238","SNX1",2.8353,"NA","334 vs 381","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"1 vs 0",1.05,"331 vs 381",1.06
"239","ELF3",2.8342,"NA","302 vs 288","-",NA,"1 vs 0",1.59,"-",NA,"6 vs 5",1.56,"7 vs 5",1.09,"288 vs 278",1.04
"240","ZNF304",2.816,"NA","754 vs 791","-",NA,"2 vs 0",2.61,"-",NA,"-",NA,"7 vs 5",1.15,"745 vs 786",0.94
"241","ATG13",2.8005,"NA","213 vs 193","-",NA,"1 vs 0",1.59,"-",NA,"27 vs 16",1.73,"35 vs 23",1.07,"150 vs 154",0.94
"242","USP18",2.7858,"NA","83 vs 63","-",NA,"-",NA,"1 vs 0",1.02,"51 vs 28",2.58,"5 vs 3",1.1,"26 vs 32",0.96
"243","GABRG2",2.7849,"NA","37 vs 26","-",NA,"2 vs 0",2.54,"-",NA,"6 vs 4",1.13,"18 vs 15",0.94,"11 vs 7",1.03
"244","AC005324.3",2.7801,"NA","111 vs 96","-",NA,"-",NA,"-",NA,"8 vs 2",2.65,"27 vs 37",0.93,"76 vs 57",1.12
"245","PAPSS1",2.7772,"NA","429 vs 407","-",NA,"-",NA,"12 vs 8",0.99,"-",NA,"74 vs 43",2.79,"343 vs 356",1
"246","HMBS",2.7699,"NA","72 vs 60","-",NA,"-",NA,"-",NA,"-",NA,"33 vs 17",2.88,"39 vs 43",0.96
"247","WDR48",2.7578,"NA","81 vs 60","-",NA,"-",NA,"-",NA,"4 vs 0",2.27,"68 vs 44",1.26,"9 vs 16",0.97
"248","ATAD1",2.7565,"NA","41 vs 28","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"2 vs 2",0.99,"37 vs 26",1.09
"249","HIRA",2.7557,"NA","90 vs 65","-",NA,"-",NA,"-",NA,"4 vs 1",1.78,"49 vs 35",1.51,"37 vs 29",1.02
"250","UNC13A",2.7546,"4","234 vs 222","0 vs 1",0.42,"-",NA,"-",NA,"13 vs 2",7.72,"116 vs 99",0.87,"105 vs 120",0.98
"251","GNAO1",2.7374,"NA","33 vs 15","-",NA,"-",NA,"-",NA,"3 vs 0",1.79,"18 vs 9",1.48,"12 vs 6",1.03
"252","BTG3",2.7346,"NA","37 vs 15","-",NA,"-",NA,"-",NA,"23 vs 12",2.07,"5 vs 0",1.29,"9 vs 3",1.03
"253","PLEKHH3",2.7313,"NA","183 vs 191","-",NA,"-",NA,"1 vs 1",1,"5 vs 0",3.4,"22 vs 22",0.87,"155 vs 168",0.92
"254","DDHD1",2.7295,"NA","213 vs 219","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"28 vs 26",1.14,"183 vs 193",0.94
"255","STK11",2.7265,"NA","105 vs 94","-",NA,"-",NA,"-",NA,"4 vs 0",2.18,"6 vs 1",1.28,"95 vs 93",0.98
"256","GTF3C4",2.7264,"NA","227 vs 223","-",NA,"-",NA,"-",NA,"2 vs 2",1.01,"44 vs 22",2.72,"181 vs 199",1
"257","COPA",2.7219,"NA","93 vs 65","1 vs 0",1.58,"-",NA,"-",NA,"5 vs 3",1.14,"26 vs 16",1.43,"61 vs 46",1.05
"258","TPI1",2.7186,"NA","105 vs 86","-",NA,"2 vs 0",2.61,"-",NA,"-",NA,"57 vs 39",1.09,"46 vs 47",0.96
"259","KCNQ2",2.7177,"3","107 vs 82","1 vs 0",1.58,"-",NA,"-",NA,"4 vs 2",1.32,"40 vs 24",1.28,"62 vs 56",1.02
"260","FOXJ3",2.7166,"NA","105 vs 76","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 2",1.07,"102 vs 74",2.54
"261","ZNF777",2.7094,"NA","153 vs 140","-",NA,"-",NA,"-",NA,"4 vs 0",2.47,"41 vs 39",0.95,"108 vs 101",1.15
"262","NSD1",2.6962,NA,"2454 vs 2345","-",NA,"-",NA,"-",NA,"6 vs 0",3.35,"6 vs 7",0.96,"2442 vs 2338",0.84
"263","HIST1H4A",2.6961,"NA","21 vs 10","-",NA,"-",NA,"3 vs 2",0.98,"7 vs 3",2.21,"11 vs 5",1.24,"-",NA
"264","SEL1L3",2.6919,"NA","266 vs 250","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"-",NA,"264 vs 250",1.06
"265","ADCY4",2.6867,"NA","405 vs 385","-",NA,"-",NA,"11 vs 7",1.02,"-",NA,"96 vs 88",2.65,"298 vs 290",1
"266","DDX53",2.6846,"4","195 vs 162","-",NA,"2 vs 0",2.61,"-",NA,"-",NA,"-",NA,"193 vs 162",1.03
"267","CHD9",2.6818,"NA","780 vs 736","1 vs 0",1.58,"-",NA,"-",NA,"-",NA,"54 vs 37",1.64,"725 vs 699",1.03
"268","OR11H12",2.6741,"NA","45 vs 30","-",NA,"3 vs 1",1.38,"-",NA,"37 vs 23",2.12,"5 vs 6",0.92,"-",NA
"269","EP400",2.6691,"3","1658 vs 1448","2 vs 1",1.05,"-",NA,"-",NA,"-",NA,"719 vs 686",1.96,"937 vs 761",1.3
"270","HSD17B1",2.6682,"NA","166 vs 150","-",NA,"-",NA,"2 vs 1",1.03,"-",NA,"27 vs 14",2.76,"137 vs 135",0.93
"271","HDAC5",2.665,"NA","179 vs 158","-",NA,"-",NA,"-",NA,"36 vs 33",0.68,"42 vs 18",3.98,"101 vs 107",0.98
"272","PACS1",2.6628,NA,"53 vs 58","-",NA,"-",NA,"-",NA,"7 vs 2",2.51,"21 vs 23",1.08,"25 vs 33",0.98
"273","XKR4",2.6528,"NA","28 vs 25","-",NA,"1 vs 0",1.59,"-",NA,"2 vs 0",1.48,"17 vs 14",1.13,"8 vs 11",1
"274","CENPE",2.6486,"NA","916 vs 877","-",NA,"4 vs 1",2.81,"-",NA,"2 vs 0",1.48,"11 vs 25",0.67,"899 vs 851",0.95
"275","HAPLN2",2.6388,"NA","42 vs 36","-",NA,"-",NA,"-",NA,"6 vs 0",3.35,"6 vs 9",0.81,"30 vs 27",0.97
"276","MATN4",2.6358,"NA","360 vs 370","-",NA,"-",NA,"18 vs 19",0.95,"-",NA,"112 vs 77",3.02,"230 vs 274",0.92
"277","PPP6R1",2.6356,"NA","548 vs 577","-",NA,"-",NA,"-",NA,"4 vs 0",2.18,"7 vs 1",1.35,"537 vs 576",0.9
"278","ASTN1",2.6316,"NA","258 vs 228","2 vs 0",2.57,"-",NA,"-",NA,"2 vs 4",0.56,"17 vs 9",1.74,"237 vs 215",1.05
"279","GMPS",2.6295,"NA","139 vs 143","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"109 vs 130",0.91,"28 vs 13",1.13
"280","SREK1",2.6285,"NA","195 vs 174","-",NA,"-",NA,"-",NA,"5 vs 1",2.17,"4 vs 1",1.16,"186 vs 172",1.04
"281","ABCC9",2.6257,"NA","264 vs 264","-",NA,"-",NA,"17 vs 9",1.24,"8 vs 3",2.16,"15 vs 13",1.03,"224 vs 239",0.95
"282","NEMF",2.6247,"NA","94 vs 84","-",NA,"4 vs 1",2.69,"-",NA,"-",NA,"0 vs 1",0.95,"90 vs 82",1.03
"283","TRADD",2.6218,"NA","42 vs 24","-",NA,"1 vs 0",1.59,"-",NA,"2 vs 0",1.48,"3 vs 1",1.1,"36 vs 23",1.01
"284","JADE1",2.6216,"NA","492 vs 458","-",NA,"-",NA,"-",NA,"1 vs 0",1.21,"33 vs 24",2.14,"458 vs 434",1.01
"285","SLC16A10",2.616,"NA","282 vs 292","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"13 vs 4",1.64,"268 vs 287",1.62
"286","OR10G4",2.6148,"NA","179 vs 164","-",NA,"-",NA,"4 vs 2",1.02,"-",NA,"31 vs 17",1.68,"144 vs 145",1.53
"287","MCF2",2.6142,"NA","148 vs 109","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"-",NA,"146 vs 109",1.03
"288","TRMT12",2.6095,"NA","237 vs 249","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"0 vs 1",0.95,"235 vs 248",1.08
"289","CDH20",2.6075,"NA","133 vs 101","-",NA,"1 vs 0",1.59,"-",NA,"-",NA,"15 vs 7",1.54,"117 vs 94",1.06
"290","IGF2R",2.6057,"NA","891 vs 921","3 vs 1",1.66,"-",NA,"-",NA,"-",NA,"84 vs 57",1.82,"804 vs 863",0.86
"291","ARHGAP30",2.6047,"NA","853 vs 868","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"10 vs 7",1.23,"843 vs 860",5.25
"292","FGD3",2.6024,"NA","160 vs 133","-",NA,"-",NA,"2 vs 3",0.99,"1 vs 0",1.21,"14 vs 0",2.17,"143 vs 130",0.99
"293","GBP3",2.6001,"NA","397 vs 338","-",NA,"-",NA,"22 vs 17",1.92,"-",NA,"-",NA,"375 vs 321",1.35
"294","PURB",2.5998,"NA","13 vs 5","-",NA,"-",NA,"-",NA,"5 vs 1",2.17,"8 vs 4",1.2,"-",NA
"295","KLHL2",2.594,"NA","25 vs 8","-",NA,"-",NA,"-",NA,"2 vs 0",1.48,"19 vs 6",1.75,"4 vs 2",1.01
"296","KAT2B",2.5901,"2","212 vs 200","2 vs 0",2.5,"-",NA,"-",NA,"-",NA,"17 vs 15",0.99,"193 vs 185",1.05
"297","TNRC6B",2.5896,"2","272 vs 226","1 vs 0",1.58,"-",NA,"-",NA,"-",NA,"24 vs 14",1.51,"247 vs 212",1.08
"298","TBCA",2.5837,"NA","24 vs 8","-",NA,"4 vs 1",2.2,"-",NA,"-",NA,"2 vs 0",1.13,"18 vs 7",1.04
"299","CYLD",2.5814,"NA","38 vs 32","-",NA,"2 vs 1",1.03,"-",NA,"5 vs 1",2.08,"16 vs 11",1.25,"15 vs 19",0.97
"300","CSTF1",2.5773,"NA","13 vs 4","-",NA,"-",NA,"-",NA,"4 vs 1",1.78,"7 vs 3",1.42,"2 vs 0",1.01
"301","CACHD1",2.5763,"NA","352 vs 318","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"3 vs 2",1.04,"347 vs 316",0.98
"302","SOCS3",2.5724,"NA","22 vs 7","-",NA,"1 vs 0",1.59,"-",NA,"1 vs 1",0.95,"18 vs 6",1.67,"2 vs 0",1.01
"303","SEC61G",2.5641,"NA","5 vs 1","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"1 vs 1",1,"2 vs 0",1.01
"304","ARHGAP21",2.5576,"NA","548 vs 538","2 vs 0",2.57,"-",NA,"-",NA,"5 vs 3",1.28,"216 vs 217",0.88,"325 vs 318",0.89
"305","CREB3L2",2.556,"NA","44 vs 38","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"-",NA,"42 vs 38",1
"306","DGKA",2.5559,"NA","229 vs 196","1 vs 0",1.58,"-",NA,"-",NA,"1 vs 0",1.21,"104 vs 90",1.29,"123 vs 106",1.04
"307","KRTAP10-6",2.5533,"NA","201 vs 155","-",NA,"-",NA,"2 vs 3",0.95,"-",NA,"87 vs 58",2.7,"112 vs 94",0.99
"308","MBP",2.553,"NA","371 vs 363","-",NA,"2 vs 0",2.61,"-",NA,"-",NA,"-",NA,"369 vs 363",0.98
"309","BOC",2.5496,"NA","844 vs 820","-",NA,"-",NA,"5 vs 1",1.07,"-",NA,"42 vs 25",2.38,"797 vs 794",1
"310","STT3B",2.5484,"NA","32 vs 19","-",NA,"2 vs 0",2.54,"-",NA,"2 vs 2",0.91,"10 vs 9",1,"18 vs 8",1.1
"311","FGR",2.5473,"NA","41 vs 41","-",NA,"-",NA,"-",NA,"5 vs 2",2.1,"20 vs 14",1.25,"16 vs 25",0.97
"312","GPR89A",2.5434,"NA","2 vs 0","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"-",NA,"-",NA
"313","CNNM1",2.5434,"NA","2 vs 0","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"-",NA,"-",NA
"314","ATAD2B",2.5423,"NA","691 vs 672","1 vs 0",1.58,"-",NA,"-",NA,"-",NA,"37 vs 22",1.74,"653 vs 650",0.92
"315","GPC2",2.5353,"NA","46 vs 33","-",NA,"-",NA,"2 vs 1",1.01,"3 vs 2",1,"17 vs 4",2.58,"24 vs 26",0.98
"316","PCSK2",2.5348,"NA","41 vs 31","-",NA,"-",NA,"-",NA,"8 vs 3",2.14,"15 vs 10",1.19,"18 vs 18",1
"317","ELL",2.53,"NA","152 vs 153","-",NA,"-",NA,"-",NA,"1 vs 0",1.21,"68 vs 53",2.07,"83 vs 100",1
"318","RANBP2",2.5285,"NA","1262 vs 1225","2 vs 0",2.5,"-",NA,"-",NA,"4 vs 3",1.08,"282 vs 268",0.6,"974 vs 954",1.56
"319","OGDH",2.5259,"NA","233 vs 223","-",NA,"-",NA,"-",NA,"8 vs 5",1.38,"61 vs 42",1.84,"164 vs 176",0.99
"320","ANKRD44",2.5229,"NA","748 vs 755","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"-",NA,"746 vs 755",0.99
"321","VANGL1",2.5121,"NA","146 vs 121","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"-",NA,"144 vs 121",0.99
"322","VPS26B",2.5096,"NA","16 vs 7","-",NA,"1 vs 0",1.59,"-",NA,"5 vs 3",1.34,"5 vs 2",1.16,"5 vs 2",1.02
"323","CREBBP",2.5094,"5","609 vs 633","-",NA,"-",NA,"-",NA,"4 vs 1",1.71,"244 vs 252",1.57,"361 vs 380",0.93
"324","MLLT10",2.5085,"NA","158 vs 144","1 vs 0",1.58,"-",NA,"-",NA,"2 vs 0",1.48,"-",NA,"155 vs 144",1.08
"325","STAM",2.5073,"NA","49 vs 45","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"-",NA,"47 vs 45",0.99
"326","SOX13",2.5063,"NA","384 vs 382","-",NA,"1 vs 0",1.59,"-",NA,"1 vs 1",0.95,"26 vs 12",1.83,"356 vs 369",0.9
"327","CUL2",2.5037,"NA","116 vs 78","-",NA,"-",NA,"-",NA,"2 vs 0",1.48,"89 vs 62",1.66,"25 vs 16",1.02
"328","LTBP3",2.4977,"NA","2 vs 0","2 vs 0",2.5,"-",NA,"-",NA,"-",NA,"-",NA,"-",NA
"329","AKAP17A",2.4976,"NA","325 vs 322","-",NA,"1 vs 0",1.59,"-",NA,"7 vs 5",1.41,"2 vs 2",0.99,"315 vs 315",1.12
"330","ABCD3",2.4846,"NA","81 vs 77","2 vs 0",2.5,"-",NA,"-",NA,"-",NA,"5 vs 5",1.01,"74 vs 72",0.98
"331","APBB1",2.4828,"3","300 vs 297","-",NA,"-",NA,"-",NA,"1 vs 0",1.21,"83 vs 68",2.06,"216 vs 229",0.99
"332","CABLES2",2.4818,"NA","376 vs 348","-",NA,"-",NA,"-",NA,"-",NA,"22 vs 4",2.57,"354 vs 344",0.96
"333","TARDBP",2.4802,"NA","18 vs 10","-",NA,"-",NA,"-",NA,"4 vs 0",2.18,"9 vs 5",1.15,"5 vs 5",0.99
"334","ILKAP",2.4794,"NA","253 vs 216","-",NA,"1 vs 0",1.59,"-",NA,"1 vs 0",1.21,"9 vs 5",1.26,"242 vs 211",1.01
"335","DPY19L2",2.4787,"NA","97 vs 80","-",NA,"-",NA,"1 vs 1",1,"13 vs 6",2.28,"17 vs 17",1.05,"66 vs 56",1.04
"336","PDZRN4",2.4786,"NA","247 vs 220","-",NA,"-",NA,"1 vs 1",1,"3 vs 1",1.37,"14 vs 7",1.57,"229 vs 211",1.15
"337","CDH7",2.4771,"NA","96 vs 84","-",NA,"-",NA,"-",NA,"-",NA,"30 vs 15",2.48,"66 vs 69",1
"338","TSPYL6",2.4721,"NA","492 vs 477","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"-",NA,"490 vs 477",0.97
"339","THRSP",2.4668,"NA","297 vs 237","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"297 vs 236",2.52
"340","TNNC2",2.4661,"NA","10 vs 5","-",NA,"-",NA,"-",NA,"5 vs 0",2.64,"1 vs 2",0.94,"4 vs 3",1
"341","CAPRIN2",2.4658,"NA","319 vs 312","-",NA,"-",NA,"4 vs 0",1.09,"4 vs 0",2.18,"-",NA,"311 vs 312",1.04
"342","CACNG2",2.4653,"NA","15 vs 20","-",NA,"-",NA,"-",NA,"6 vs 1",2.87,"2 vs 5",0.87,"7 vs 14",0.99
"343","TCF7L2",2.4596,"3","153 vs 142","-",NA,"2 vs 0",2.61,"-",NA,"5 vs 5",0.81,"3 vs 2",1.15,"143 vs 135",1
"344","LGR4",2.4587,"NA","1147 vs 1165","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"2 vs 0",1.11,"1143 vs 1165",0.87
"345","PACSIN1",2.4579,"NA","133 vs 137","-",NA,"-",NA,"-",NA,"4 vs 1",2.2,"20 vs 14",1.14,"109 vs 122",0.98
"346","ITGB7",2.4577,"5","484 vs 509","-",NA,"-",NA,"2 vs 2",1,"5 vs 1",2.46,"143 vs 144",1.1,"334 vs 362",0.91
"347","RGS6",2.4567,"NA","40 vs 49","-",NA,"2 vs 0",2.54,"-",NA,"-",NA,"3 vs 3",0.97,"35 vs 46",1
"348","CUL3",2.4548,"1","14 vs 13","-",NA,"-",NA,"-",NA,"11 vs 4",3.4,"3 vs 9",0.72,"0 vs 0",1
"349","LTBP1",2.4537,"NA","1774 vs 1627","-",NA,"3 vs 1",1.64,"-",NA,"1 vs 0",1.21,"3 vs 0",1.19,"1767 vs 1626",1.03
"350","TNRC6A",2.452,"NA","1050 vs 1060","1 vs 0",1.58,"-",NA,"-",NA,"2 vs 0",1.48,"14 vs 9",1.08,"1033 vs 1051",0.97
"351","SYMPK",2.4519,"NA","263 vs 223","1 vs 0",1.58,"-",NA,"-",NA,"-",NA,"162 vs 138",1.49,"100 vs 85",1.04
"352","MED15",2.4441,"NA","111 vs 71","-",NA,"1 vs 0",1.59,"-",NA,"-",NA,"37 vs 23",1.27,"73 vs 48",1.21
"353","HIST1H3I",2.4419,"NA","9 vs 1","-",NA,"-",NA,"-",NA,"4 vs 0",2.18,"2 vs 0",1.11,"3 vs 1",1.01
"354","TFDP2",2.4406,"NA","136 vs 88","-",NA,"1 vs 0",1.59,"-",NA,"-",NA,"17 vs 7",1.47,"118 vs 81",1.04
"355","ISL2",2.4369,"NA","50 vs 35","-",NA,"-",NA,"1 vs 0",1.02,"5 vs 3",1.43,"9 vs 6",1.61,"35 vs 26",1.03
