"","Gene","BF","BF_filtered","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"8223","USP50",0.9772,1,"NA","92 vs 89","-",NA,"-",NA,"7 vs 4",1.07,"-",NA,"-",NA,"85 vs 85",0.91
"8224","UBXN6",0.9772,1,"NA","182 vs 158","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"182 vs 158",0.98
"8226","SPDEF",0.9772,1,"NA","401 vs 375","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",1.01,"398 vs 372",0.96
"8230","MSMO1",0.977,1,"NA","131 vs 124","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"3 vs 2",0.98,"127 vs 122",0.97
"8231","C3AR1",0.977,1,"NA","449 vs 443","-",NA,"-",NA,"3 vs 1",1.03,"-",NA,"-",NA,"446 vs 442",0.95
"8241","PSMD12",0.977,1,NA,"28 vs 23","-",NA,"-",NA,"-",NA,"-",NA,"18 vs 18",0.94,"10 vs 5",1.03
"8243","TMEM150B",0.977,1,"NA","131 vs 117","-",NA,"-",NA,"3 vs 1",1.01,"-",NA,"-",NA,"128 vs 116",0.96
"8244","CLPSL2",0.9769,1,"NA","293 vs 267","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"292 vs 266",0.98
"8245","C15orf40",0.9769,1,"NA","145 vs 144","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"144 vs 144",0.96
"8256","ACOT9",0.9767,1,"NA","246 vs 216","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"246 vs 216",0.98
"8261","LDB3",0.9766,1,"NA","451 vs 442","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"450 vs 441",0.98
"8265","TAS2R60",0.9765,1,"NA","456 vs 436","-",NA,"-",NA,"8 vs 4",1.02,"-",NA,"-",NA,"448 vs 432",0.96
"8268","VAMP8",0.9765,1,"NA","13 vs 13","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"13 vs 13",0.98
"8273","WDR34",0.9764,1,"NA","180 vs 164","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"179 vs 163",0.98
"8275","PNLIPRP1",0.9764,1,"NA","398 vs 391","-",NA,"-",NA,"10 vs 6",1.04,"-",NA,"-",NA,"388 vs 385",0.94
"8281","CLECL1",0.9763,1,"NA","225 vs 216","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"224 vs 216",0.96
"8286","PMP2",0.9762,1,"NA","218 vs 218","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"218 vs 218",0.98
"8297","ADTRP",0.976,1,"NA","107 vs 93","-",NA,"-",NA,"32 vs 26",0.97,"-",NA,"-",NA,"75 vs 67",1.01
"8302","C16orf74",0.9759,1,"NA","81 vs 78","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"81 vs 78",0.98
"8309","CCDC142",0.9758,1,"NA","562 vs 541","-",NA,"-",NA,"3 vs 3",1,"1 vs 1",0.89,"22 vs 15",1,"536 vs 522",1.1
"8310","CCDC185",0.9758,1,"NA","149 vs 121","-",NA,"-",NA,"3 vs 3",0.97,"-",NA,"-",NA,"146 vs 118",1.01
"8315","CCL1",0.9757,1,"NA","33 vs 30","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"32 vs 29",0.98
"8325","AC007846.2",0.9756,1,"NA","28 vs 28","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"28 vs 28",0.98
"8329","TPTE2",0.9755,1,"NA","149 vs 125","-",NA,"-",NA,"51 vs 40",0.94,"-",NA,"14 vs 10",1,"84 vs 75",1.03
"8333","APOD",0.9754,1,"NA","299 vs 297","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"299 vs 297",0.98
"8336","COL19A1",0.9753,1,"NA","350 vs 348","-",NA,"-",NA,"8 vs 7",1,"-",NA,"-",NA,"342 vs 341",0.98
"8338","LCNL1",0.9753,1,"NA","68 vs 50","-",NA,"-",NA,"30 vs 16",0.98,"-",NA,"-",NA,"38 vs 34",0.99
"8340","BAAT",0.9753,1,"NA","573 vs 535","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"-",NA,"571 vs 535",0.94
"8344","NSL1",0.9752,1,"NA","95 vs 81","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"5 vs 4",0.99,"89 vs 77",0.97
"8345","NUDT11",0.9752,1,"NA","3 vs 3","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.98,"-",NA
"8346","NEK7",0.9751,1,"NA","134 vs 109","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 2",0.97,"132 vs 107",1
"8348","HS6ST3",0.9751,1,"NA","98 vs 85","-",NA,"-",NA,"-",NA,"-",NA,"38 vs 31",1.01,"60 vs 54",0.96
"8350","POFUT1",0.9751,1,"NA","833 vs 822","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"833 vs 822",0.98
"8352","GUCA1B",0.9751,1,"NA","164 vs 162","-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"162 vs 160",1
"8358","TGOLN2",0.975,1,"NA","2 vs 2","-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"-",NA
"8359","IFNA16",0.975,1,"NA","2 vs 2","-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"-",NA
"8360","IL17RD",0.975,1,"NA","434 vs 405","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"433 vs 404",0.98
"8361","SLC7A13",0.975,1,"NA","540 vs 498","-",NA,"-",NA,"12 vs 8",1.01,"-",NA,"-",NA,"528 vs 490",0.96
"8362","SLC6A7",0.975,1,"NA","140 vs 133","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"139 vs 132",0.98
"8363","FNDC7",0.975,1,"NA","437 vs 417","-",NA,"-",NA,"4 vs 4",0.99,"-",NA,"-",NA,"433 vs 413",0.98
"8369","LAMC3",0.9749,1,"5","1982 vs 1904","-",NA,"-",NA,"9 vs 7",0.99,"-",NA,"-",NA,"1973 vs 1897",0.98
"8374","C8A",0.9747,1,"NA","591 vs 581","-",NA,"-",NA,"6 vs 6",1,"-",NA,"-",NA,"585 vs 575",0.97
"8378","CLEC2L",0.9747,1,"NA","16 vs 14","-",NA,"-",NA,"3 vs 3",0.97,"-",NA,"-",NA,"13 vs 11",1
"8379","DIRC1",0.9747,1,"NA","372 vs 367","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"372 vs 367",0.97
"8380","RPS19BP1",0.9746,1,"NA","33 vs 24","-",NA,"-",NA,"-",NA,"-",NA,"6 vs 6",0.96,"27 vs 18",1.02
"8381","IFNAR2",0.9746,1,"NA","183 vs 176","-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"181 vs 174",0.99
"8382","RAB1A",0.9746,1,"NA","198 vs 190","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"197 vs 189",0.98
"8385","OR2G2",0.9746,1,"NA","348 vs 303","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"348 vs 303",0.97
"8389","UEVLD",0.9745,1,"NA","316 vs 301","-",NA,"-",NA,"8 vs 3",1.03,"-",NA,"-",NA,"308 vs 298",0.94
"8390","UIMC1",0.9745,1,"NA","506 vs 454","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"-",NA,"504 vs 454",0.94
"8393","NUDT9",0.9744,1,"NA","150 vs 138","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"149 vs 137",0.97
"8401","OR4L1",0.9743,1,"NA","228 vs 189","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"228 vs 189",0.97
"8404","HAGHL",0.9742,1,"NA","33 vs 31","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"33 vs 31",0.97
"8406","DCAF8L2",0.9742,1,"NA","51 vs 47","-",NA,"-",NA,"-",NA,"-",NA,"6 vs 4",1.01,"45 vs 43",0.96
"8410","GGA1",0.9741,1,"NA","281 vs 242","-",NA,"-",NA,"-",NA,"-",NA,"9 vs 8",0.94,"272 vs 234",1.04
"8418","GNAT3",0.9739,1,"NA","324 vs 318","-",NA,"-",NA,"13 vs 7",1,"-",NA,"-",NA,"311 vs 311",0.97
"8420","TMEM165",0.9739,1,"NA","23 vs 16","-",NA,"-",NA,"-",NA,"-",NA,"8 vs 8",0.94,"15 vs 8",1.03
"8421","CEP78",0.9738,1,"NA","148 vs 138","-",NA,"-",NA,"33 vs 32",0.99,"-",NA,"-",NA,"115 vs 106",0.98
"8425","DEFB118",0.9738,1,"NA","168 vs 163","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"168 vs 163",0.97
"8428","LIPM",0.9738,1,"NA","582 vs 544","-",NA,"-",NA,"3 vs 2",0.99,"-",NA,"-",NA,"579 vs 542",0.98
"8431","VSTM2L",0.9737,1,"NA","164 vs 161","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"164 vs 161",0.97
"8436","STN1",0.9737,1,"NA","105 vs 82","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"105 vs 82",0.97
"8438","ANXA6",0.9736,1,"NA","145 vs 133","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"144 vs 132",0.97
"8439","TMEM170A",0.9736,1,"NA","76 vs 69","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"76 vs 69",0.97
"8441","TMEM168",0.9736,1,"NA","192 vs 189","-",NA,"-",NA,"2 vs 1",1.01,"-",NA,"-",NA,"190 vs 188",0.97
"8446","GAMT",0.9735,1,"NA","44 vs 39","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"43 vs 38",0.99
"8449","PON3",0.9735,1,"NA","219 vs 202","-",NA,"-",NA,"36 vs 30",0.97,"-",NA,"-",NA,"183 vs 172",1
"8452","ABRAXAS1",0.9734,1,"NA","906 vs 901","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"906 vs 901",0.97
"8460","CNR2",0.9733,1,"5","158 vs 153","-",NA,"-",NA,"3 vs 1",1.02,"-",NA,"-",NA,"155 vs 152",0.96
"8461","CLDN6",0.9733,1,"NA","187 vs 176","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"187 vs 176",0.97
"8463","HLA-DOB",0.9733,1,"NA","496 vs 483","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"496 vs 483",0.97
"8468","KRT4",0.9732,1,"NA","218 vs 189","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"218 vs 189",0.97
"8470","NUTF2",0.9731,1,"NA","1 vs 1","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.97,"-",NA
"8471","LGALS7B",0.9731,1,"NA","1 vs 1","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.97,"-",NA
"8472","RPL39",0.9731,1,"NA","1 vs 1","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.97,"-",NA
"8474","SAA2",0.9731,1,"NA","139 vs 137","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"139 vs 137",0.97
"8478","JAML",0.9731,1,"NA","189 vs 179","-",NA,"-",NA,"30 vs 27",0.97,"-",NA,"-",NA,"159 vs 152",1
"8488","MRPL4",0.9729,1,"NA","354 vs 300","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"65 vs 51",0.93,"287 vs 249",1
"8494","OR14I1",0.9728,1,"NA","159 vs 158","-",NA,"-",NA,"5 vs 4",0.97,"-",NA,"-",NA,"154 vs 154",1
"8496","ZNF79",0.9728,1,"NA","276 vs 252","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"275 vs 251",0.97
"8498","ZNF527",0.9727,1,"NA","56 vs 52","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"56 vs 52",0.97
"8502","SPATA25",0.9727,1,"NA","250 vs 228","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"249 vs 228",0.95
"8505","GCSAML",0.9726,1,"NA","115 vs 106","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"115 vs 106",0.97
"8509","CENPH",0.9725,1,"NA","46 vs 46","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"46 vs 46",0.97
"8510","SDHC",0.9725,1,"NA","10 vs 11","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 4",0.97,"6 vs 7",1
"8512","SERTAD1",0.9725,1,"NA","22 vs 20","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 2",0.97,"20 vs 18",1
"8516","RNF208",0.9724,1,"NA","42 vs 36","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.97,"41 vs 35",1
"8522","MTUS2",0.9723,1,"NA","1617 vs 1583","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1617 vs 1583",0.97
"8524","TAF1D",0.9723,1,"NA","202 vs 185","-",NA,"-",NA,"5 vs 4",0.96,"-",NA,"-",NA,"197 vs 181",1.01
"8529","RAD9B",0.9722,1,"NA","659 vs 653","-",NA,"-",NA,"3 vs 1",1.04,"-",NA,"-",NA,"656 vs 652",0.93
"8530","OR10A7",0.9722,1,"NA","440 vs 362","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"440 vs 362",0.97
"8534","SYCE1L",0.9721,1,"NA","402 vs 391","-",NA,"-",NA,"3 vs 2",1.01,"-",NA,"-",NA,"399 vs 389",0.97
"8535","MIER2",0.9721,1,"NA","461 vs 428","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"461 vs 428",0.97
"8536","DCK",0.9721,1,"NA","226 vs 212","-",NA,"-",NA,"-",NA,"-",NA,"189 vs 182",0.98,"37 vs 30",1
"8540","CDH1",0.9721,1,"NA","176 vs 160","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 4",0.98,"172 vs 156",0.99
"8543","ATP13A4",0.972,1,"NA","480 vs 472","-",NA,"-",NA,"3 vs 3",0.98,"-",NA,"-",NA,"477 vs 469",0.99
"8549","CLDN7",0.9718,1,"NA","48 vs 37","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",0.97,"45 vs 34",1
"8550","GABRP",0.9718,1,"NA","358 vs 345","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"357 vs 345",0.95
"8551","MUM1L1",0.9718,1,"NA","100 vs 83","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"100 vs 83",0.97
"8556","TCP11L2",0.9717,1,"NA","451 vs 444","-",NA,"-",NA,"8 vs 8",0.94,"-",NA,"-",NA,"443 vs 436",1.04
"8563","SLURP2",0.9715,1,"NA","44 vs 42","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"44 vs 42",0.97
"8565","GPR83",0.9715,1,"NA","113 vs 98","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"112 vs 97",0.99
"8567","ATF5",0.9715,1,"NA","87 vs 78","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"87 vs 78",0.97
"8568","ZNF10",0.9715,1,"NA","611 vs 598","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"611 vs 598",0.97
"8569","SLITRK6",0.9715,1,"NA","370 vs 362","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"369 vs 362",0.95
"8580","ARL13B",0.9713,1,"NA","203 vs 174","-",NA,"-",NA,"2 vs 0",1.06,"-",NA,"-",NA,"201 vs 174",0.92
"8586","RLN2",0.9712,1,"NA","195 vs 173","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"194 vs 173",0.95
"8589","TMEM14C",0.9712,1,"NA","29 vs 28","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"29 vs 28",0.97
"8591","S100A13",0.9711,1,"NA","46 vs 41","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"46 vs 41",0.97
"8593","PRRC1",0.9711,1,"NA","318 vs 304","-",NA,"-",NA,"2 vs 1",1.03,"-",NA,"-",NA,"316 vs 303",0.94
"8594","SNX18",0.9711,1,"NA","6 vs 6","-",NA,"-",NA,"6 vs 6",0.97,"-",NA,"-",NA,"-",NA
"8599","IDO1",0.9709,1,"NA","77 vs 67","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"76 vs 66",0.97
"8601","TCTN2",0.9708,1,"NA","330 vs 328","-",NA,"-",NA,"5 vs 4",1.03,"-",NA,"-",NA,"325 vs 324",0.94
"8604","SLC34A1",0.9708,1,"NA","623 vs 593","-",NA,"-",NA,"4 vs 4",1,"-",NA,"-",NA,"619 vs 589",0.97
"8610","PTTG2",0.9707,1,"NA","36 vs 35","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"36 vs 35",0.97
"8615","ZNF654",0.9706,1,"NA","67 vs 65","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"67 vs 65",0.97
"8618","MAB21L3",0.9705,1,"NA","428 vs 387","-",NA,"-",NA,"5 vs 4",0.97,"-",NA,"-",NA,"423 vs 383",1
"8619","SMYD2",0.9705,1,"NA","402 vs 386","-",NA,"-",NA,"3 vs 1",1.04,"-",NA,"21 vs 17",0.87,"378 vs 368",1.07
"8622","FRA10AC1",0.9705,1,"NA","81 vs 69","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"80 vs 69",0.95
"8624","UBE2K",0.9705,1,"NA","2 vs 2","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 2",0.97,"-",NA
"8625","FAM49B",0.9705,1,"NA","2 vs 2","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 2",0.97,"-",NA
"8626","MIB2",0.9705,1,"NA","277 vs 244","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"24 vs 24",0.91,"251 vs 219",1.04
"8628","MAGEB1",0.9704,1,"NA","51 vs 51","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"51 vs 51",0.97
"8629","RTL3",0.9704,1,"NA","143 vs 136","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"143 vs 136",0.97
"8631","RNF7",0.9704,1,"NA","2 vs 2","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",0.97,"1 vs 1",1
"8632","ZNF141",0.9703,1,"NA","182 vs 155","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"182 vs 155",0.97
"8638","RPP40",0.9702,1,"NA","1094 vs 1066","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"1093 vs 1066",0.95
"8643","OR8G1",0.9701,1,"NA","3626 vs 3446","-",NA,"-",NA,"3626 vs 3446",0.97,"-",NA,"-",NA,"-",NA
"8644","BUB1B-PAK6",0.9701,1,"NA","429 vs 407","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"429 vs 407",0.97
"8646","TAS2R31",0.9701,1,"NA","535 vs 531","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"535 vs 531",0.97
"8648","IL15",0.9701,1,"NA","27 vs 27","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"27 vs 27",0.97
"8651","KRTAP10-5",0.97,1,"NA","1045 vs 931","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1045 vs 931",0.97
"8652","SLFN5",0.97,1,"NA","716 vs 658","-",NA,"-",NA,"3 vs 3",1,"-",NA,"-",NA,"713 vs 655",0.97
"8656","HIBADH",0.9699,1,"NA","39 vs 38","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"39 vs 38",0.97
"8658","AZGP1",0.9699,1,"4","49 vs 49","-",NA,"-",NA,"2 vs 2",1,"-",NA,"-",NA,"47 vs 47",0.97
"8659","MRPL22",0.9699,1,"NA","505 vs 466","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"504 vs 465",0.98
"8662","HMGN4",0.9698,1,"NA","40 vs 37","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"40 vs 37",0.97
"8667","IFT88",0.9697,1,"NA","185 vs 180","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"-",NA,"183 vs 179",0.95
"8676","CHRNE",0.9695,1,"NA","191 vs 191","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"191 vs 191",0.97
"8678","CASQ2",0.9695,1,"NA","123 vs 114","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"-",NA,"121 vs 113",0.95
"8679","TAS2R10",0.9695,1,"NA","80 vs 63","-",NA,"-",NA,"2 vs 2",0.98,"-",NA,"-",NA,"78 vs 61",0.99
"8682","TMEM156",0.9694,1,"NA","708 vs 694","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"708 vs 694",0.97
"8684","SLC7A3",0.9694,1,"3","61 vs 57","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"61 vs 57",0.97
"8685","CD101",0.9694,1,"NA","1860 vs 1843","-",NA,"-",NA,"3 vs 0",1.08,"-",NA,"-",NA,"1857 vs 1843",0.9
"8687","BTNL8",0.9694,1,"NA","198 vs 176","-",NA,"-",NA,"7 vs 3",1.04,"-",NA,"-",NA,"191 vs 173",0.93
"8696","UFSP2",0.9693,1,"NA","411 vs 402","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"-",NA,"409 vs 401",0.95
"8698","CCDC138",0.9692,1,"NA","90 vs 83","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"89 vs 82",0.97
"8699","CD302",0.9692,1,"NA","158 vs 136","-",NA,"-",NA,"2 vs 2",0.97,"-",NA,"-",NA,"156 vs 134",1
"8700","OR5T3",0.9692,1,"NA","195 vs 182","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"194 vs 182",0.95
"8703","S100A7",0.9692,1,"NA","107 vs 100","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"107 vs 100",0.97
"8705","OR2Z1",0.9692,1,"NA","107 vs 102","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"-",NA,"105 vs 102",0.93
"8706","LIN54",0.9691,1,"NA","79 vs 77","-",NA,"-",NA,"-",NA,"1 vs 1",0.95,"4 vs 3",1.04,"74 vs 73",0.97
"8710","KRTAP19-2",0.969,1,"NA","155 vs 128","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"155 vs 128",0.97
"8716","CD34",0.9689,1,"NA","397 vs 360","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"396 vs 360",0.95
"8726","KRTAP6-3",0.9688,1,"NA","144 vs 119","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"144 vs 119",0.97
"8732","EEF2KMT",0.9687,1,"NA","298 vs 296","-",NA,"-",NA,"7 vs 5",0.99,"-",NA,"-",NA,"291 vs 291",0.98
"8736","KPNA2",0.9686,1,"NA","698 vs 668","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"698 vs 668",0.97
"8738","EVC",0.9685,1,"NA","940 vs 902","-",NA,"-",NA,"5 vs 3",1.04,"-",NA,"-",NA,"935 vs 899",0.93
"8742","SDHAF4",0.9685,1,"NA","182 vs 181","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"182 vs 181",0.97
"8743","LRRC1",0.9685,1,"4","74 vs 55","-",NA,"-",NA,"-",NA,"-",NA,"25 vs 20",0.88,"49 vs 35",1.1
"8744","CALY",0.9685,1,"NA","49 vs 46","-",NA,"-",NA,"-",NA,"-",NA,"36 vs 34",0.96,"13 vs 12",1.01
"8750","WFIKKN1",0.9684,1,"NA","309 vs 274","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"-",NA,"307 vs 273",0.95
"8751","ZNF45",0.9683,1,"NA","158 vs 145","-",NA,"-",NA,"4 vs 4",0.96,"-",NA,"-",NA,"154 vs 141",1.01
"8755","SLC25A20",0.9683,1,"NA","31 vs 28","-",NA,"-",NA,"2 vs 1",1,"-",NA,"4 vs 4",0.97,"25 vs 23",1
"8758","TRAPPC8",0.9682,1,"NA","588 vs 526","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"588 vs 526",0.97
"8760","UBL4B",0.9682,1,"NA","58 vs 54","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"57 vs 53",0.97
"8761","SELENOH",0.9682,1,"NA","46 vs 42","-",NA,"-",NA,"3 vs 3",0.96,"-",NA,"-",NA,"43 vs 39",1
"8762","VPREB3",0.9682,1,"NA","103 vs 96","-",NA,"-",NA,"2 vs 1",1.01,"-",NA,"-",NA,"101 vs 95",0.96
"8771","OPA1",0.968,1,"NA","518 vs 500","-",NA,"0 vs 0",1,"-",NA,"-",NA,"39 vs 32",0.95,"479 vs 468",1.02
"8772","MS4A12",0.9679,1,"NA","123 vs 102","-",NA,"-",NA,"58 vs 38",0.97,"-",NA,"-",NA,"65 vs 64",1
"8785","SERTAD4",0.9677,1,"NA","389 vs 359","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"389 vs 359",0.97
"8786","DNAJC5B",0.9676,1,"NA","60 vs 54","-",NA,"-",NA,"18 vs 15",0.99,"-",NA,"-",NA,"42 vs 39",0.98
"8789","CYP4F11",0.9676,1,"NA","295 vs 272","-",NA,"-",NA,"9 vs 5",1,"-",NA,"-",NA,"286 vs 267",0.97
"8794","TDP2",0.9675,1,"NA","300 vs 288","-",NA,"-",NA,"2 vs 0",1.06,"-",NA,"-",NA,"298 vs 288",0.92
"8795","CTU2",0.9675,1,"NA","9 vs 6","-",NA,"-",NA,"9 vs 6",0.97,"-",NA,"-",NA,"-",NA
"8796","PRKACA",0.9675,1,"NA","21 vs 16","-",NA,"-",NA,"-",NA,"3 vs 2",1.08,"16 vs 13",0.89,"2 vs 1",1.01
"8797","MRPS31",0.9675,1,"NA","191 vs 179","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"190 vs 178",0.97
"8798","NSFL1C",0.9674,1,"NA","124 vs 109","-",NA,"-",NA,"1 vs 1",1,"-",NA,"84 vs 77",0.97,"39 vs 31",1
"8799","RDM1",0.9674,1,"NA","402 vs 362","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"401 vs 362",0.95
"8809","ZNF687",0.9673,1,"NA","815 vs 802","-",NA,"-",NA,"-",NA,"-",NA,"24 vs 20",1.02,"791 vs 782",0.95
"8813","KRTAP10-10",0.9673,1,"NA","1764 vs 1763","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"1763 vs 1763",0.95
"8817","TREML1",0.9673,1,"NA","198 vs 171","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"198 vs 171",0.97
"8818","KLHL1",0.9672,1,"NA","208 vs 178","-",NA,"-",NA,"3 vs 1",1.04,"-",NA,"-",NA,"205 vs 177",0.93
"8823","DCAF13",0.967,1,"NA","235 vs 225","-",NA,"-",NA,"7 vs 6",1,"-",NA,"-",NA,"228 vs 219",0.97
"8829","MRFAP1L1",0.9669,1,"NA","102 vs 97","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"102 vs 97",0.97
"8832","RGS13",0.9668,1,"NA","196 vs 186","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"195 vs 185",0.97
"8833","FAM200A",0.9668,1,"NA","193 vs 171","-",NA,"-",NA,"15 vs 11",0.94,"-",NA,"-",NA,"178 vs 160",1.03
"8834","SLC19A3",0.9668,1,"NA","170 vs 148","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"169 vs 147",0.97
"8835","PJVK",0.9668,1,"NA","437 vs 429","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"436 vs 428",0.97
"8844","RAPSN",0.9667,1,"NA","387 vs 340","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"387 vs 340",0.97
