"","LoF_pvalue","LoF.Missense_pvalue","fisher_combine_pvalue","LoF_ACAT_pvalue","Missense_ACAT_pvalue"
"CAPN14",0.43396970021422,0.43396970021422,0.796239170664197,0.909090909090909,NA
"EHD3",0.5,0.5,0.846573590279973,0.5,0.988505747126437
"XDH",0.9426698221271,0.9426698221271,0.998324287938566,0.961538461538462,0.996884735202492
"MEMO1",1,1,1,NA,0.833333333333333
"DPY30",1,0.75,0.846573590279973,1,0.8
"SPAST",1,0.0100308035034687,0.056193509841526,NA,0.988888888888889
"SLC30A6",1,1,1,0.5,0.988372093023256
"NLRC4",0.654981017112732,0.654981017112732,0.932135596077047,0.928571428571429,0.992125984251969
"YIPF4",0.75,0.75,0.965761554338836,0.5,0.96875
"BIRC6",0.91015625,0.427767775952816,0.479035929747662,0.833333333333333,0.998468606431853
"TTC27",0.364166240440682,0.364166240440682,0.732026878598099,0.909090909090909,0.993333333333333
"LTBP1",0.7734375,0.811457206262276,0.911189701223311,0.857142857142857,0.996969696969697
"RASGRP3",0.8125,0.8125,0.981206983882324,0.75,0.991071428571429
"FAM98A",1,1,1,1,0.988372093023256
"TRAPPC12",0.9375,0.9375,0.998004863566473,0.857142857142857,0.994505494505495
"ADI1",0.9921875,0.9921875,0.999969402637112,0.666666666666667,0.979591836734694
"RNASEH1",0.5,0.5,0.846573590279973,0.5,0.975
"RPS7",1,1,1,NA,0.75
"COLEC11",1,1,1,0.666666666666667,0.983870967741935
"CRIM1",1,1,1,NA,0.994791666666667
"FEZ2",0.34375,0.34375,0.710820216562966,0.833333333333333,0.989795918367347
"ALLC",0.898680624467729,0.898680624467729,0.994684486448367,0.928571428571429,0.987012987012987
"VIT",0.5,0.5,0.846573590279973,0.95,0.99375
"STRN",0.0625,0.015625,0.0806075481774949,0.397583617650433,0.990476190476191
"HEATR5B",0.118942260742188,0.118942260742188,0.372184262889209,0.947368421052632,0.996527777777778
"DCDC2C",0.588098526000976,0.588098526000976,0.900296970520863,0.8,NA
"GPATCH11",0.88671875,0.88671875,0.993326663783525,0.875,0.979166666666667
"EIF2AK2",0.75,0.75,0.965761554338836,0.5,0.980769230769231
"SULT6B1",0.29052734375,0.29052734375,0.649635869367769,0.875,0.983870967741935
"CEBPZ",0.212178111076355,0.212178111076355,0.541124034495951,0.944444444444444,0.995238095238095
"NDUFAF7",0.227249145507813,0.227249145507813,0.563966091954789,0.916666666666667,0.988095238095238
"PRKD3",0.25,0.25,0.596573590279973,0.5,0.990566037735849
"QPCT",0.714205905795097,0.714205905795097,0.954596168357927,0.9,0.98780487804878
"CDC42EP3",1,1,1,1,0.980769230769231
"RMDN2",0.654981017112732,0.654981017112732,0.932135596077047,0.933333333333333,0.993006993006993
"CYP1B1",0.639949934091419,0.639949934091419,0.925601399954579,0.9,0.9921875
"ATL2",0.875,0.875,0.991839968546457,0.875,0.989690721649485
"HNRNPLL",1,1,1,NA,0.982456140350877
"GALM",0.963524305741885,0.963524305741885,0.999326522700306,0.923076923076923,0.984615384615385
"SRSF7",1,0.5,0.846573590279973,NA,0.947368421052632
"GEMIN6",0.8125,0.8125,0.981206983882324,0.75,0.974358974358974
"DHX57",0.0394703468407443,0.0394703468407443,0.167046623008083,0.9375,0.996621621621622
"MORN2",0.6875,0.6875,0.94510174649097,0.75,NA
"ARHGEF33",0.894943237304688,0.894943237304688,0.994277448258596,0.888888888888889,NA
"SOS1",0.70947265625,0.696380615234375,0.867817408079012,0.666666666666667,0.993103448275862
"CDKL4",0.0157697486765756,0.0157697486765756,0.0812088725909585,0.9375,0.979591836734694
"MAP4K3",0.96875,0.927001953125,0.965550491951586,0.666666666666667,0.991228070175439
"TMEM178A",0.5,0.5,0.693774586849394,0.5,0.96969696969697
"THUMPD2",0.15087890625,0.15087890625,0.436232818438404,0.8,0.990654205607477
"SLC8A1",1,0.338819742202759,0.705519960435496,NA,0.992248062015504
"FAM110C",0.5,0.65625,0.846573590279973,0.666666666666667,0.981481481481482
"PKDCC",0.25,0.195764152565971,0.268172801003683,0.5,0.989473684210526
"EML4",0.6875,0.6875,0.94510174649097,0.75,0.994082840236686
"COX7A2L",0.7734375,0.7734375,0.972141648161857,0.8,0.96
"KCNG3",0.6875,0.604736328125,0.791506938925967,0.75,0.975609756097561
"MTA3",0.75,0.75,0.965761554338836,0.75,0.987654320987654
"OXER1",1,1,1,NA,0.991666666666667
"HAAO",0.303619384765625,0.303619384765625,0.665527736157895,0.9,0.984375
"ZFP36L2",0.125,0.125,0.38493019270998,0.352416382349567,0.992424242424242
"THADA",0.698538399371424,0.698538399371424,0.949149617459997,0.96875,NA
"PLEKHH2",0.729371905326843,0.729371905326843,0.959540905305555,0.947368421052632,0.996323529411765
"DYNC2LI1",0.668188095092773,0.668188095092773,0.937591890140844,0.9,0.982758620689655
"ABCG5",0.598190307617187,0.598190307617187,0.905568205115889,0.875,0.993548387096774
"ABCG8",0.0313683401779143,0.0313683401779143,0.139964158977778,0.952380952380952,0.994818652849741
"LRPPRC",0.401809692382813,0.401809692382813,0.768170409534163,0.888888888888889,0.996575342465753
"PPM1B",0.125,0.125,0.38493019270998,0.5,0.986842105263158
"SLC3A1",0.43396970021422,0.43396970021422,0.796239170664197,0.923076923076923,0.994897959183674
"PREPL",0.940765380859375,0.940765380859375,0.998209926229286,0.9,0.99438202247191
"CAMKMT",0.65625,0.65625,0.932671336456324,0.8,0.983606557377049
"SIX3",1,0.696380615234375,0.948372143625449,NA,0.970588235294118
"SIX2",0.5,0.2265625,0.446296560994629,0.5,0.974358974358974
"SRBD1",0.5,0.5,0.846573590279973,0.833333333333333,0.995121951219512
"PRKCE",1,0.2265625,0.562947645187978,NA,0.984126984126984
"EPAS1",0.6875,0.6875,0.94510174649097,0.666666666666667,0.993975903614458
"TMEM247",0.5,0.5,0.846573590279973,0.5,NA
"ATP6V1E2",0.875,0.875,0.991839968546457,0.5,0.978260869565217
"RHOQ",0.75,0.75,0.965761554338836,0.75,0.75
"PIGF",0.5,0.75,0.846573590279973,0.5,0.941176470588235
"CRIPT",0.0625,0.0625,0.235786795139986,0.220218179098645,0.923076923076923
"SOCS5",0.25,0.25,0.596573590279973,0.5,0.975
"MCFD2",1,1,1,NA,0.95
"TTC7A",0.961593627929688,0.961593627929688,0.999252847807013,0.916666666666667,0.995535714285714
"CALM2",1,1,1,NA,0.5
"EPCAM",0.7255859375,0.7255859375,0.95833631868662,0.9,0.986111111111111
"MSH2",1,1,1,1,0.993103448275862
"KCNK12",1,0.125,0.38493019270998,NA,0.857142857142857
"MSH6",0.676197052001953,0.676197052001953,0.940773178585611,0.857142857142857,NA
"FBXO11",1,0.5,0.846573590279973,NA,0.984126984126984
"FOXN2",0.1875,0.1875,0.501370581294688,0.75,0.985714285714286
"PPP1R21",0.961593627929688,0.961593627929688,0.999252847807013,0.916666666666667,0.99290780141844
"STON1-GTF2A1L",0.230695591068383,0.230695591068383,0.569046715809349,0.95,0.996212121212121
"STON1",1,1,1,NA,0.833333333333333
"GTF2A1L",1,1,1,NA,0.5
"LHCGR",0.9375,0.9375,0.998004863566473,0.666666666666667,0.991228070175439
"FSHR",0.36328125,0.36328125,0.73113183388026,0.857142857142857,0.991869918699187
"NRXN1",0.63671875,0.78802490234375,0.888757563416009,0.8,0.995475113122172
"GPR75-ASB3",0.5,0.5,0.846573590279973,0.5,0.909090909090909
"CHAC2",0.982150930911303,0.982150930911303,0.999839749062758,0.857142857142857,0.974358974358974
"ERLEC1",0.5,0.5,0.846573590279973,0.666666666666667,0.986301369863014
"GPR75",0.9375,0.9375,0.998004863566473,0.8,0.988888888888889
"PSME4",0.8125,0.8125,0.981206983882324,0.75,0.995495495495496
"ACYP2",1,1,1,1,0.941176470588235
"C2orf73",0.75,0.75,0.965761554338836,0.5,0.981132075471698
"SPTBN1",1,0.430025032954291,0.792928256562193,NA,0.996794871794872
"EML6",0.0757948160171509,0.0757948160171509,0.271324626489258,0.95,0.997311827956989
"RTN4",0.0625,0.0625,0.235786795139986,0.857142857142857,0.995594713656388
"CLHC1",0.797563552856445,0.797563552856445,0.977967449639227,0.888888888888889,0.990825688073395
"RPS27A",1,1,1,NA,0.857142857142857
"MTIF2",0.820358276367187,0.820358276367187,0.98280079177685,0.923076923076923,0.99290780141844
"CCDC88A",0.8125,0.905376434326172,0.958833601021666,0.8,0.995192307692308
"PNPT1",0.7734375,0.7734375,0.972141648161857,0.857142857142857,0.990654205607477
"EFEMP1",1,1,1,NA,0.984615384615385
"CCDC85A",0.5,0.5,0.846573590279973,0.75,0.990825688073395
"SOX11",1,0.65625,0.846573590279973,0.5,0.970588235294118
"VRK2",0.598190307617187,0.598190307617187,0.905568205115889,0.875,0.989795918367347
"FANCL",0.84912109375,0.84912109375,0.987997796615769,0.875,0.987179487179487
"PAPOLG",0.25,0.125,0.38493019270998,0.5,0.988636363636364
"REL",1,1,1,1,0.986111111111111
"PUS10",0.953857421875,0.953857421875,0.998918668699296,0.909090909090909,0.987951807228916
"PEX13",0.14453125,0.14453125,0.424092197960576,0.473654816736957,0.988095238095238
"KIAA1841",0.34375,0.34375,0.710820216562966,0.833333333333333,0.991525423728814
"XPO1",1,0.8665771484375,0.990674583064462,NA,0.975609756097561
"FAM161A",0.125,0.125,0.38493019270998,0.352416382349567,0.992307692307692
"CCT4",0.5,0.5,0.846573590279973,0.5,0.986301369863014
"COMMD1",0.3125,0.3125,0.675984628064276,0.666666666666667,0.978723404255319
"B3GNT2",0.5,0.5,0.846573590279973,0.5,0.981818181818182
"TMEM17",0.5,0.5,0.846573590279973,0.5,0.978260869565217
"EHBP1",0.36328125,0.29052734375,0.491469604034026,0.857142857142857,0.994764397905759
"WDPCP",0.827535774558782,0.827535774558782,0.984190730109793,0.888888888888889,0.992248062015504
"MDH1",0.25,0.25,0.596573590279973,0.5,0.976190476190476
"UGP2",0.6875,0.6875,0.94510174649097,0.75,0.979591836734694
"VPS54",0.109375,0.109375,0.351418914689539,0.8,0.992592592592593
"PELI1",1,0.5,0.596573590279973,1,0.977777777777778
"LGALSL",1,1,1,NA,0.962962962962963
"AFTPH",0.96484375,0.96484375,0.999374647028678,0.984384401064462,0.993630573248408
"SERTAD2",0.75,0.75,0.965761554338836,0.5,0.984375
"SLC1A4",0.0625,0.1334228515625,0.139554246962492,0.0625,0.987654320987654
"CEP68",0.5,0.5,0.846573590279973,0.666666666666667,0.99390243902439
"RAB1A",0.5,0.5,0.846573590279973,0.5,0.857142857142857
"ACTR2",1,1,1,NA,0.75
"SPRED2",0.36328125,0.598190307617187,0.673974307635582,0.875,0.988235294117647
"MEIS1",1,0.5,0.846573590279973,NA,0.956521739130435
"TMEM18",0.61279296875,0.61279296875,0.912894926227959,0.8,0.961538461538462
"ETAA1",0.5,0.5,0.846573590279973,0.5,0.993939393939394
"C1D",1,1,1,NA,0.768304250193529
"WDR92",0.85546875,0.85546875,0.989012310590666,0.857142857142857,0.983333333333333
"PNO1",1,1,1,1,0.976190476190476
"PPP3R1",1,0.5,0.846573590279973,NA,0.5
"CNRIP1",1,1,1,NA,0.966666666666667
"PLEK",0.25,0.25,0.596573590279973,0.5,0.981132075471698
"FBXO48",0.875,0.875,0.991839968546457,0.666666666666667,0.96551724137931
"APLF",0.0550920825917273,0.0550920825917273,0.21479021649904,0.9,0.989130434782609
"CMPK2",0.25390625,0.25390625,0.60195844276545,0.664674537651387,0.98780487804878
"PROKR1",0.36328125,0.36328125,0.73113183388026,0.613963380951872,0.99
"ARHGAP25",0.8125,0.8125,0.981206983882324,0.75,0.989583333333333
"RSAD2",0.38720703125,0.38720703125,0.754587422494125,0.833333333333333,0.988372093023256
"BMP10",1,1,1,NA,0.983606557377049
"GKN2",0.25,0.25,0.596573590279973,0.5,0.973684210526316
"GKN1",0.5,0.5,0.846573590279973,0.5,0.96551724137931
"ANTXR1",1,0.8125,0.981206983882324,NA,0.986301369863014
"GFPT1",0.9375,0.940765380859375,0.984894544287638,0.666666666666667,0.975
"NFU1",0.9375,0.9375,0.998004863566473,0.8,0.96969696969697
"AAK1",0.5,0.5,0.846573590279973,0.5,0.989690721649485
"ANXA4",0.08984375,0.08984375,0.306338727565076,0.5,0.984848484848485
"GMCL1",0.1875,0.1875,0.501370581294688,0.8,0.981481481481482
"SNRNP27",1,0.96875,0.991839968546457,0.5,0.9375
"MXD1",0.75,0.75,0.965761554338836,0.5,0.96551724137931
"ASPRV1",0.6875,0.6875,0.94510174649097,0.666666666666667,0.984126984126984
"RNF144A",0.25,0.25,0.596573590279973,0.5,0.976744186046512
"PCBP1",1,0.5,0.846573590279973,NA,0.95
"C2orf42",0.34375,0.34375,0.710820216562966,0.833333333333333,0.98876404494382
"TIA1",0.5,0.5,0.846573590279973,0.5,0.976744186046512
"PCYOX1",0.885259493486956,0.885259493486956,0.993150019732795,0.916666666666667,0.990476190476191
"SNRPG",1,0.5,0.846573590279973,NA,0.5
"FAM136A",0.890625,0.890625,0.993787710702062,0.890625,0.952380952380952
"TGFA",1,1,1,1,0.962962962962963
"ADD2",0.25,0.25,0.596573590279973,0.5,0.991304347826087
"FIGLA",1,1,1,1,0.978260869565217
"CLEC4F",0.5,0.5,0.846573590279973,0.75,0.990990990990991
"CD207",0.0820747008915536,0.0820747008915536,0.28727175020682,0.349133063776922,0.983870967741935
"VAX2",0.75,0.75,0.965761554338836,0.666666666666667,0.988636363636364
"ATP6V1B1",0.314529418945313,0.314529418945313,0.678338572906542,0.9,0.990196078431373
"ANKRD53",0.5,0.5,0.846573590279973,0.8,0.98936170212766
"TEX261",1,0.7734375,0.932671336456324,1,0.952380952380952
"NAGK",0.376953125,0.376953125,0.744721574558559,0.857142857142857,0.98876404494382
"MCEE",0.924205183982849,0.924205183982849,0.997052119202726,0.924205183982849,0.96
"MPHOSPH10",1,1,1,1,0.990291262135922
"PAIP2B",0.875,0.875,0.991839968546457,0.666666666666667,0.933333333333333
"ZNF638",0.8125,0.8125,0.981206983882324,0.8,0.997142857142857
"DYSF",0.628585320635466,0.628585320635466,0.920427117977847,0.958333333333333,0.997942386831276
"CYP26B1",1,0.875,0.991839968546457,NA,0.98989898989899
"EXOC6B",0.875,0.9375,0.991839968546457,0.666666666666667,0.990291262135922
"SPR",0.80615234375,0.80615234375,0.979864100213396,0.8,0.981132075471698
"EMX1",0.5,0.331811904907227,0.531377261223424,0.5,0.977777777777778
"SFXN5",0.5,0.5,0.846573590279973,0.8,0.988095238095238
"RAB11FIP5",1,0.984375,0.991839968546457,0.666666666666667,0.991304347826087
"NOTO",0.6875,0.6875,0.94510174649097,0.75,NA
"SMYD5",0.9375,0.9375,0.998004863566473,0.666666666666667,0.986301369863014
"PRADC1",0.75,0.75,0.965761554338836,0.75,0.96969696969697
"CCT7",1,1,1,1,0.9875
"FBXO41",0.75,0.75,0.965761554338836,0.75,0.993865030674847
"EGR4",0.5,0.5,0.846573590279973,0.647583617650433,0.991150442477876
"ALMS1",0.5,0.5,0.846573590279973,0.909090909090909,0.998643147896879
"TPRKB",0.3125,0.3125,0.675984628064276,0.666666666666667,0.961538461538462
"DUSP11",1,1,1,1,0.983333333333333
"C2orf78",1,1,1,NA,0.993464052287582
"STAMBP",0.1875,0.1875,0.501370581294688,0.75,0.986111111111111
"ACTG2",0.5,0.415905952453613,0.596573590279973,0.5,0.96
"DGUOK",0.85546875,0.85546875,0.989012310590666,0.875,0.981818181818182
"TET3",0.5,0.808344841003418,0.813378864796741,0.8,0.99625468164794
"BOLA3",1,1,1,1,0.9375
"MOB1A",0.6875,0.34375,0.474544779940224,0.5,0.941176470588235
"MTHFD2",0.75,0.75,0.965761554338836,0.5,0.975609756097561
"SLC4A5",0.584094047546386,0.584094047546386,0.898157485258433,0.9375,0.99492385786802
"DCTN1",0.78802490234375,0.78802490234375,0.975752597798862,0.857142857142857,0.995391705069124
"C2orf81",0.9921875,0.9921875,0.999969402637112,0.666666666666667,NA
"WDR54",0.5,0.5,0.846573590279973,0.833333333333333,0.985294117647059
"RTKN",0.5,0.5,0.846573590279973,0.875,0.990825688073395
"INO80B",1,1,1,0.5,0.976744186046512
"WBP1",0.828125,0.828125,0.984302062496877,0.75,0.95
"MOGS",0.928268432617188,0.928268432617188,0.997363470287329,0.888888888888889,0.993055555555556
"MRPL53",0.5,0.5,0.846573590279973,0.5,0.964285714285714
"CCDC142",0.868412017822266,0.867534551769495,0.929108137521743,0.916666666666667,0.991525423728814
"TTC31",0.9375,0.9375,0.998004863566473,0.75,0.991869918699187
"LBX2",1,1,1,1,0.96875
"PCGF1",1,0.9375,0.998004863566473,NA,0.956521739130435
"TLX2",0.75,0.670630961488171,0.850461181679149,0.5,0.978260869565217
"DQX1",0.945571517795142,0.945571517795142,0.998491140332439,0.947368421052632,0.991935483870968
"AUP1",0.875,0.875,0.991839968546457,0.666666666666667,0.986111111111111
"HTRA2",0.9892578125,0.93927525752224,0.957026152462605,0.833333333333333,0.976190476190476
"LOXL3",0.14453125,0.14453125,0.424092197960576,0.888888888888889,0.992481203007519
"DOK1",1,0.5,0.846573590279973,NA,0.986666666666667
"M1AP",0.96484375,0.96484375,0.999374647028678,0.8,0.9875
"SEMA4F",0.872062460228335,0.872062460228335,0.991442778305456,0.909090909090909,0.993506493506494
"HK2",1,1,1,1,0.98780487804878
"POLE4",0.7734375,0.7734375,0.972141648161857,0.8,0.958333333333333
"TACR1",1,1,1,0.75,0.983870967741935
"EVA1A",1,1,1,NA,0.972222222222222
"MRPL19",0.6875,0.6875,0.94510174649097,0.666666666666667,0.981132075471698
"GCFC2",0.0408407669707702,0.0408407669707702,0.171452582624271,0.923076923076923,0.991869918699187
"LRRTM4",0.3125,0.3125,0.675984628064276,0.5,0.986111111111111
"REG3G",1,1,1,1,0.962962962962963
"REG1B",1,1,1,1,0.970588235294118
"REG1A",1,1,1,NA,0.944444444444444
"REG3A",0.875,0.875,0.991839968546457,0.666666666666667,0.96969696969697
"CTNNA2",0.5,0.0221920804935749,0.0774315580242916,0.5,0.988235294117647
"LRRTM1",0.25,0.25,0.596573590279973,0.5,NA
"SUCLG1",1,1,1,0.5,0.983870967741935
"DNAH6",0.542406747578561,0.542406747578561,0.874218164373489,0.979166666666667,0.998454404945904
"TRABD2A",0.996826171875,0.996826171875,0.999994958070618,0.875,0.98876404494382
"TMSB10",1,1,1,1,0.5
"KCMF1",1,0.65625,0.932671336456324,NA,0.96969696969697
"TCF7L1",1,0.5,0.73113183388026,1,0.989795918367347
"TGOLN2",0.3125,0.3125,0.675984628064276,0.3125,NA
"RETSAT",0.0619265297309007,0.0619265297309007,0.234194158910257,0.875,0.98936170212766
"ELMOD3",0.91021728515625,0.91021728515625,0.995843184690498,0.875,0.978260869565217
"CAPG",0.427767775952816,0.427767775952816,0.791017395906962,0.9,0.986486486486487
"SH2D6",0.927001953125,0.927001953125,0.997268336385057,0.833333333333333,0.96875
"MAT2A",1,0.25,0.596573590279973,NA,0.941176470588235
"GGCX",0.376953125,0.376953125,0.744721574558559,0.875,0.991935483870968
"VAMP8",0.9375,0.9375,0.998004863566473,0.75,0.933333333333333
"VAMP5",1,1,1,NA,0.971428571428571
"RNF181",0.691140341485152,0.691140341485152,0.946456137684466,0.916666666666667,0.956521739130435
"TMEM150A",0.75,0.75,0.965761554338836,0.5,0.96969696969697
"C2orf68",1,1,1,0.5,0.967741935483871
"USP39",0.7734375,0.419409871101379,0.587150790245776,0.8,0.986301369863014
"SFTPB",0.38720703125,0.38720703125,0.754587422494125,0.54292647024335,0.984375
"GNLY",0.25,0.25,0.596573590279973,0.25,0.977272727272727
"ATOH8",1,1,1,NA,0.986486486486487
"ST3GAL5",0.623046875,0.623046875,0.917831237498511,0.8,0.976744186046512
"POLR1A",0.65625,0.65625,0.932671336456324,0.833333333333333,0.996
"PTCD3",0.00960540771484376,0.00960540771484376,0.0542266476109519,0.9375,0.990654205607477
"IMMT",0.3125,0.3125,0.675984628064276,0.75,0.98876404494382
"MRPL35",0.5,0.5,0.846573590279973,0.5,0.964285714285714
"REEP1",1,0.96875,0.998004863566473,1,0.958333333333333
"KDM3A",0.6875,0.0997954334598038,0.229693353732206,0.75,0.994047619047619
"CHMP3",1,1,1,1,0.966666666666667
"RNF103",0.890625,0.890625,0.993787710702062,0.890625,0.991150442477876
"RMND5A",1,0.8125,0.94510174649097,0.5,0.958333333333333
"CD8A",1,0.96875,0.965761554338836,1,0.973684210526316
"CD8B",1,1,1,NA,0.75
"ID2",1,1,1,NA,0.9375
"RGPD1",0.63671875,0.63671875,0.924150940307291,0.63671875,NA
"KIDINS220",0.395263671875,0.574722990393638,0.674793767530208,0.909090909090909,0.995850622406639
"KRCC1",1,1,1,NA,0.976190476190476
"SMYD1",0.98046875,0.98046875,0.999808011102705,0.833333333333333,0.991452991452991
"FABP1",0.5,0.5,0.846573590279973,0.5,0.952380952380952
"THNSL2",0.156163403736635,0.156163403736635,0.446135788524016,0.888888888888889,0.99
"TEX37",0.5,0.5,0.846573590279973,0.5,0.977272727272727
"EIF2AK3",0.75,0.9375,0.965761554338836,0.5,0.993548387096774
"MBOAT2",0.65625,0.65625,0.932671336456324,0.75,0.981481481481482
"RPIA",0.5,0.5,0.846573590279973,0.666666666666667,0.978723404255319
"ASAP2",0.9375,0.676197052001953,0.823915172670711,0.666666666666667,0.992063492063492
"ITGB1BP1",1,1,1,1,0.964285714285714
"CPSF3",0.623046875,0.338819742202759,0.490396516113227,0.666666666666667,0.977777777777778
"IAH1",0.9713134765625,0.9713134765625,0.999584549827424,0.833333333333333,0.977777777777778
