"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF.Missense_T","LoF.Missense_UT","LoF.Missense_OR","LoF.Missense_P_value"
"CHRNA5",13,16,0.812507231671348,0.77087084017694,0,0,0,1,13,16,0.812507231671348,0.77087084017694
"CHRNA3",8,18,0.444428843690863,0.985520362854004,0,0,0,1,8,18,0.444428843690863,0.985520362854004
"CHRNB4",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"ADAMTS7",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"MORF4L1",0,0,0,1,0,0,0,1,0,0,0,1
"CTSH",12,7,1.71424415514444,0.179641723632813,0,0,0,1,12,7,1.71424415514444,0.179641723632813
"RASGRF1",2,4,0.500014255437044,0.890625,19,19,1,0.564292660317733,21,23,0.913060519332774,0.674206086395542
"TMED3",20,10,1.99994296907318,0.0493685733526945,0,0,0,1,20,10,1.99994296907318,0.0493685733526945
"MTHFS",5,3,1.66662789881154,0.36328125,0,0,0,1,5,3,1.66662789881154,0.36328125
"ST20",0,0,0,1,0,0,0,1,0,0,0,1
"BCL2A1",0,1,0,1,0,0,0,1,0,1,0,1
"ZFAND6",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"FAH",11,12,0.916687019413837,0.661180257797241,0,0,0,1,11,12,0.916687019413837,0.661180257797241
"ARNT2",3,2,1.49997155670705,0.5,8,0,Inf,0.00390625,11,2,5.49958068345024,0.01123046875
"ABHD17C",1,1,1,0.75,3,3,1,0.65625,4,4,1,0.63671875
"IL16",11,10,1.09998370194395,0.5,0,0,0,1,11,10,1.09998370194395,0.5
"STARD5",5,6,0.833339670308138,0.7255859375,0,0,0,1,5,6,0.833339670308138,0.7255859375
"TMC3",10,28,0.357134665967787,0.999170973736909,0,0,0,1,10,28,0.357134665967787,0.999170973736909
"MEX3B",0,0,0,1,0,0,0,1,0,0,0,1
"GOLGA6L10",0,0,0,1,11,8,1.37497975778907,0.323802947998047,11,8,1.37497975778907,0.323802947998047
"CPEB1",0,0,0,1,0,0,0,1,0,0,0,1
"AP3B2",4,3,1.33331584334321,0.5,14,15,0.93330639202743,0.644464448094368,18,18,1,0.56603029978578
"FSD2",23,25,0.920023202388451,0.667267093961689,0,0,0,1,23,25,0.920023202388451,0.667267093961689
"WHAMM",7,5,1.39997810432657,0.38720703125,22,12,1.83328509644818,0.0607247424777597,29,17,1.70584126288783,0.0519026777520538
"HOMER2",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"C15orf40",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"BTBD1",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"TM6SF1",6,3,1.99994297853116,0.25390625,0,0,0,1,6,3,1.99994297853116,0.25390625
"BNC1",0,1,0,1,2,3,0.666679308369914,0.8125,2,4,0.500014255437044,0.890625
"SH3GL3",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"ADAMTSL3",4,13,0.307675575125851,0.993637084960938,0,0,0,1,4,13,0.307675575125851,0.993637084960938
"GOLGA6L4",0,0,0,1,0,1,0,1,0,1,0,1
"ZSCAN2",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"WDR73",20,23,0.869570022744644,0.728807994071757,0,0,0,1,20,23,0.869570022744644,0.728807994071757
"NMB",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SEC11A",0,0,0,1,0,1,0,1,0,1,0,1
"ZNF592",0,0,0,1,0,0,0,1,0,0,0,1
"ALPK3",12,11,1.09088486999569,0.5,15,17,0.882357223816021,0.701692552072927,27,28,0.964277798175342,0.606146905164978
"SLC28A1",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"PDE8A",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"AKAP13",9,18,0.500014257799583,0.973880507051945,0,0,0,1,9,18,0.500014257799583,0.973880507051945
"KLHL25",8,3,2.6667306135269,0.11328125,0,0,0,1,8,3,2.6667306135269,0.11328125
"AGBL1",21,24,0.875004581409252,0.72425783509874,0,0,0,1,21,24,0.875004581409252,0.72425783509874
"NTRK3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"MRPL46",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"MRPS11",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"DET1",5,0,Inf,0.03125,0,0,0,1,5,0,Inf,0.03125
"AEN",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"ISG20",2,9,0.222243350581303,0.994140625,0,0,0,1,2,9,0.222243350581303,0.994140625
"ACAN",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"HAPLN3",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"MFGE8",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"ABHD2",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"RLBP1",3,6,0.500014255773652,0.91015625,0,0,0,1,3,6,0.500014255773652,0.91015625
"FANCI",14,11,1.27271370645351,0.345018982887268,0,0,0,1,14,11,1.27271370645351,0.345018982887268
"POLG",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"RHCG",8,5,1.59996525139297,0.29052734375,0,0,0,1,8,5,1.59996525139297,0.29052734375
"TICRR",4,5,0.800007767854906,0.74609375,7,6,1.16665941848379,0.5,11,11,1,0.584094047546386
"KIF7",9,11,0.818188805684668,0.74827766418457,0,0,0,1,9,11,0.818188805684668,0.74827766418457
"PLIN1",14,18,0.777786486535475,0.811457206262276,5,9,0.555569875658781,0.91021728515625,19,27,0.703715240844181,0.908037589311505
"PEX11A",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"WDR93",17,18,0.944425410218475,0.63206059957156,0,0,0,1,17,18,0.944425410218475,0.63206059957156
"MESP1",0,0,0,1,0,0,0,1,0,0,0,1
"MESP2",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"ANPEP",20,13,1.53843062201474,0.148103184299543,0,0,0,1,20,13,1.53843062201474,0.148103184299543
"AP3S2",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"ZNF710",0,0,0,1,0,1,0,1,0,1,0,1
"IDH2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SEMA4B",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"CIB1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"GDPGP1",8,7,1.14285115631106,0.5,0,0,0,1,8,7,1.14285115631106,0.5
"NGRN",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF774",0,0,0,1,0,0,0,1,0,0,0,1
"IQGAP1",11,5,2.19993285834997,0.105056762695313,5,0,Inf,0.03125,16,5,3.2001554397865,0.0133018493652344
"CRTC3",0,2,0,1,1,2,0.500014255100735,0.875,1,4,0.250027596706012,0.96875
"BLM",15,15,1,0.572232224047184,0,0,0,1,15,15,1,0.572232224047184
"FURIN",0,0,0,1,6,6,1,0.61279296875,6,6,1,0.61279296875
"FES",5,8,0.62501357396942,0.8665771484375,0,0,0,1,5,8,0.62501357396942,0.8665771484375
"MAN2A2",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"HDDC3",10,6,1.66662789389482,0.227249145507813,0,0,0,1,10,6,1.66662789389482,0.227249145507813
"UNC45A",11,9,1.22221178418982,0.411901473999024,0,0,0,1,11,9,1.22221178418982,0.411901473999024
"RCCD1",17,22,0.772736191988164,0.831608182405034,23,12,1.91661396850359,0.0447655394673348,40,34,1.17646280524533,0.280690372149492
"PRC1",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"VPS33B",10,10,1,0.588098526000976,0,0,0,1,10,10,1,0.588098526000976
"SV2B",6,1,5.99957559160261,0.0625,0,0,0,1,6,1,5.99957559160261,0.0625
"SLCO3A1",1,0,Inf,0.5,13,13,1,0.577490508556366,14,13,1.07688784120726,0.5
"ST8SIA2",0,1,0,1,0,0,0,1,0,1,0,1
"FAM174B",12,14,0.857148181600067,0.721401453018188,0,0,0,1,12,14,0.857148181600067,0.721401453018188
"CHD2",0,1,0,1,13,11,1.18181009627599,0.419409871101379,13,12,1.08330295986907,0.5
"RGMA",0,0,0,1,0,0,0,1,0,0,0,1
"MCTP2",32,45,0.711122401656068,0.944992200507433,0,0,0,1,32,45,0.711122401656068,0.944992200507433
"NR2F2",0,0,0,1,3,1,3.0000799907165,0.3125,3,1,3.0000799907165,0.3125
"SPATA8",0,0,0,1,0,0,0,1,0,0,0,1
"ARRDC4",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"IGF1R",2,3,0.666679308369914,0.8125,2,0,Inf,0.25,4,3,1.33331584334321,0.5
"PGPEP1L",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"SYNM",62,55,1.12726753604297,0.289645125093852,0,0,0,1,62,55,1.12726753604297,0.289645125093852
"TTC23",18,16,1.12499491306091,0.432083120220341,0,0,0,1,18,16,1.12499491306091,0.432083120220341
"LRRC28",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"MEF2A",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"LYSMD4",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"NPRL3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"GRIN2A",1,0,Inf,0.5,10,10,1,0.588098526000976,11,10,1.09998370194395,0.5
"ATF7IP2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"EMP2",7,6,1.16665941848379,0.5,0,0,0,1,7,6,1.16665941848379,0.5
"TEKT5",10,10,1,0.588098526000976,0,0,0,1,10,10,1,0.588098526000976
"NUBP1",3,8,0.374991007688416,0.96728515625,0,0,0,1,3,8,0.374991007688416,0.96728515625
"TVP23A",8,7,1.14285115631106,0.5,0,0,0,1,8,7,1.14285115631106,0.5
"SSTR5",0,0,0,1,0,0,0,1,0,0,0,1
"CIITA",2,3,0.666679308369914,0.8125,1,0,Inf,0.5,3,3,1,0.65625
"C1QTNF8",0,0,0,1,0,0,0,1,0,0,0,1
"DEXI",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CLEC16A",1,0,Inf,0.5,0,1,0,1,1,1,1,0.75
"SOCS1",0,0,0,1,1,1,1,0.75,1,1,1,0.75
"TNP2",0,0,0,1,0,0,0,1,0,0,0,1
"PRM2",0,0,0,1,0,0,0,1,0,0,0,1
"PRM1",0,1,0,1,0,0,0,1,0,1,0,1
"RMI2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"LITAF",0,0,0,1,0,0,0,1,0,0,0,1
"SNN",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"TXNDC11",2,7,0.285751805602504,0.98046875,0,0,0,1,2,7,0.285751805602504,0.98046875
"ZC3H7A",1,3,0.33332444571292,0.9375,0,1,0,1,1,4,0.250027596706012,0.96875
"RSL1D1",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"GSPT1",0,1,0,1,2,4,0.500014255437044,0.890625,2,5,0.399989311352963,0.9375
"CACNA1H",2,7,0.285751805602504,0.98046875,0,0,0,1,2,7,0.285751805602504,0.98046875
"TNFRSF17",5,1,4.99958044879101,0.109375,0,0,0,1,5,1,4.99958044879101,0.109375
"SNX29",7,5,1.39997810432657,0.38720703125,0,0,0,1,7,5,1.39997810432657,0.38720703125
"TPSG1",13,9,1.44441961308513,0.261733531951904,0,0,0,1,13,9,1.44441961308513,0.261733531951904
"TPSAB1",0,0,0,1,7,4,1.74995640367567,0.2744140625,7,4,1.74995640367567,0.2744140625
"TPSD1",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"CPPED1",9,5,1.79995360406146,0.21197509765625,0,0,0,1,9,5,1.79995360406146,0.21197509765625
"UBE2I",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"BAIAP3",16,17,0.941155225606691,0.635833759559318,0,0,0,1,16,17,0.941155225606691,0.635833759559318
"TSR3",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"GNPTG",15,8,1.87494952103459,0.105019807815552,0,0,0,1,15,8,1.87494952103459,0.105019807815552
"UNKL",2,1,1.99994298122268,0.5,0,2,0,1,2,3,0.666679308369914,0.8125
"ERCC4",7,5,1.39997810432657,0.38720703125,0,0,0,1,7,5,1.39997810432657,0.38720703125
"C16orf91",0,0,0,1,0,0,0,1,0,0,0,1
"CCDC154",8,10,0.800007767870128,0.759658813476562,0,0,0,1,8,10,0.800007767870128,0.759658813476562
"PARN",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"CLCN7",6,3,1.99994297853116,0.25390625,0,0,0,1,6,3,1.99994297853116,0.25390625
"BFAR",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"PLA2G10",0,0,0,1,0,0,0,1,0,0,0,1
"PTX4",0,2,0,1,0,0,0,1,0,2,0,1
"NOMO1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"TELO2",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"NPIPA1",1,2,0.500014255100735,0.875,1,2,0.500014255100735,0.875,2,4,0.500014255437044,0.890625
"PDXDC1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"NTAN1",0,1,0,1,0,0,0,1,0,1,0,1
"RRN3",1,3,0.33332444571292,0.9375,4,4,1,0.63671875,5,7,0.714296885722386,0.80615234375
"IFT140",13,12,1.08330295986907,0.5,0,0,0,1,13,12,1.08330295986907,0.5
"TMEM204",0,1,0,1,0,0,0,1,0,1,0,1
"MPV17L",1,1,1,0.75,2,4,0.500014255437044,0.890625,3,5,0.600013956752488,0.85546875
"C16orf45",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"HBZ",0,0,0,1,0,0,0,1,0,0,0,1
"NDE1",3,5,0.600013956752488,0.85546875,0,0,0,1,3,5,0.600013956752488,0.85546875
"MYH11",1,3,0.33332444571292,0.9375,9,6,1.49997155234536,0.303619384765625,10,9,1.11110522650381,0.5
"FOPNL",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"ABCC1",6,7,0.857148182371521,0.70947265625,0,0,0,1,6,7,0.857148182371521,0.70947265625
"ABCC6",35,35,1,0.547512736770268,0,1,0,1,35,36,0.972217522420341,0.593705675296917
"HBM",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"MAPK8IP3",6,9,0.666679310308515,0.84912109375,2,1,1.99994298122268,0.5,8,10,0.800007767870128,0.759658813476562
"XYLT1",0,0,0,1,0,0,0,1,0,0,0,1
"HBA1",0,1,0,1,0,0,0,1,0,1,0,1
"NME3",5,1,4.99958044879101,0.109375,0,0,0,1,5,1,4.99958044879101,0.109375
"MRPS34",12,17,0.705893814679367,0.867534551769495,19,18,1.0555746551855,0.5,31,35,0.885718430179567,0.730708612377027
"EME2",12,6,1.99994297448491,0.118942260742188,0,0,0,1,12,6,1.99994297448491,0.118942260742188
"SPSB3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"NUBP2",0,1,0,1,0,0,0,1,0,1,0,1
"IGFALS",0,0,0,1,0,0,0,1,0,0,0,1
"HBQ1",5,3,1.66662789881154,0.36328125,16,14,1.14285115766047,0.427767775952816,21,17,1.2352828875421,0.313551285078574
"HAGH",6,4,1.49997155452711,0.376953125,0,0,0,1,6,4,1.49997155452711,0.376953125
"FAHD1",11,2,5.49958068345024,0.01123046875,0,0,0,1,11,2,5.49958068345024,0.01123046875
"MEIOB",6,8,0.750009838798097,0.78802490234375,0,0,0,1,6,8,0.750009838798097,0.78802490234375
"NOMO2",0,0,0,1,0,0,0,1,0,0,0,1
"ARL6IP1",5,1,4.99958044879101,0.109375,0,0,0,1,5,1,4.99958044879101,0.109375
"SMG1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"LUC7L",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"TMC7",11,5,2.19993285834997,0.105056762695313,0,0,0,1,11,5,2.19993285834997,0.105056762695313
"COQ7",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"ITPRIPL2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"HS3ST6",6,2,3.00007958303127,0.14453125,1,3,0.33332444571292,0.9375,7,5,1.39997810432657,0.38720703125
"SYT17",0,0,0,1,0,0,0,1,0,0,0,1
"CLEC19A",5,1,4.99958044879101,0.109375,0,0,0,1,5,1,4.99958044879101,0.109375
"MSRB1",0,0,0,1,0,0,0,1,0,0,0,1
"TMC5",9,7,1.28569989068322,0.401809692382813,0,0,0,1,9,7,1.28569989068322,0.401809692382813
"RPL3L",14,5,2.80006584296191,0.0317840576171875,0,0,0,1,14,5,2.80006584296191,0.0317840576171875
"GDE1",13,10,1.29998468365679,0.338819742202759,0,0,0,1,13,10,1.29998468365679,0.338819742202759
"CCP110",0,4,0,1,0,0,0,1,0,4,0,1
"NDUFB10",0,1,0,1,0,0,0,1,0,1,0,1
"RPS2",0,0,0,1,0,0,0,1,0,0,0,1
"RNF151",0,0,0,1,0,0,0,1,0,0,0,1
"KNOP1",5,2,2.50006680582914,0.2265625,0,0,0,1,5,2,2.50006680582914,0.2265625
"IQCK",0,0,0,1,0,0,0,1,0,0,0,1
"TBL3",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"NOXO1",6,6,1,0.61279296875,0,0,0,1,6,6,1,0.61279296875
"GFER",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"GPRC5B",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"SYNGR3",0,1,0,1,0,1,0,1,0,2,0,1
"ZNF598",20,14,1.42854763831108,0.195764152565971,0,0,0,1,20,14,1.42854763831108,0.195764152565971
"GPR139",0,0,0,1,0,0,0,1,0,0,0,1
"SLC9A3R2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"GP2",11,10,1.09998370194395,0.5,0,0,0,1,11,10,1.09998370194395,0.5
"UMOD",9,10,0.900004766557158,0.676197052001953,4,5,0.800007767854906,0.74609375,13,15,0.866671593104472,0.714205905795097
"PDILT",8,6,1.33331584236617,0.395263671875,0,0,0,1,8,6,1.33331584236617,0.395263671875
"NTHL1",17,11,1.54542318873047,0.172464225441218,0,0,0,1,17,11,1.54542318873047,0.172464225441218
"ACSM5",3,11,0.272761075584696,0.9935302734375,0,0,0,1,3,11,0.272761075584696,0.9935302734375
"ACSM2A",0,0,0,1,0,1,0,1,0,1,0,1
"ACSM2B",0,4,0,1,1,2,0.500014255100735,0.875,1,6,0.166678456622776,0.9921875
"ACSM1",46,32,1.43747560662533,0.0702691431347612,0,0,0,1,46,32,1.43747560662533,0.0702691431347612
"THUMPD1",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"ACSM3",18,19,0.947351279312653,0.628585320635466,0,0,0,1,18,19,0.947351279312653,0.628585320635466
"TSC2",0,3,0,1,0,0,0,1,0,3,0,1
"ERI2",4,6,0.666679309338813,0.828125,0,0,0,1,4,6,0.666679309338813,0.828125
"DCUN1D3",0,0,0,1,0,0,0,1,0,0,0,1
"PKD1",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"LYRM1",10,10,1,0.588098526000976,0,0,0,1,10,10,1,0.588098526000976
"DNAH3",80,67,1.19402107860785,0.161153824304388,0,0,0,1,80,67,1.19402107860785,0.161153824304388
"TMEM159",12,7,1.71424415514444,0.179641723632813,0,0,0,1,12,7,1.71424415514444,0.179641723632813
"ZP2",0,1,0,1,0,0,0,1,0,1,0,1
"ANKS4B",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"CRYM",8,9,0.888892909451939,0.685470581054688,0,0,0,1,8,9,0.888892909451939,0.685470581054688
"RAB26",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"METTL9",0,1,0,1,2,3,0.666679308369914,0.8125,2,4,0.500014255437044,0.890625
"TRAF7",0,0,0,1,12,10,1.19999087544338,0.415905952453613,12,10,1.19999087544338,0.415905952453613
"IGSF6",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"OTOA",8,9,0.888892909451939,0.685470581054688,0,1,0,1,8,10,0.800007767870128,0.759658813476562
"CASKIN1",2,1,1.99994298122268,0.5,19,15,1.26665348417908,0.30379568063654,21,16,1.31248387010349,0.255687890792615
"UQCRC2",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"PDZD9",6,3,1.99994297853116,0.25390625,0,0,0,1,6,3,1.99994297853116,0.25390625
"MLST8",1,3,0.33332444571292,0.9375,1,1,1,0.75,2,4,0.500014255437044,0.890625
"BRICD5",18,18,1,0.56603029978578,0,0,0,1,18,18,1,0.56603029978578
"VWA3A",40,28,1.42854762750098,0.090905027267797,0,0,0,1,40,28,1.42854762750098,0.090905027267797
"PGP",1,0,Inf,0.5,3,1,3.0000799907165,0.3125,4,1,3.99955850143943,0.1875
"SDR42E2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"EEF2K",42,22,1.90903859438732,0.00842909502214059,0,0,0,1,42,22,1.90903859438732,0.00842909502214059
"E4F1",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"POLR3E",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CDR2",3,6,0.500014255773652,0.91015625,0,0,0,1,3,6,0.500014255773652,0.91015625
"DNASE1L2",4,11,0.363627807590893,0.982421875,0,0,0,1,4,11,0.363627807590893,0.982421875
"ECI1",14,12,1.16665941953382,0.422509491443634,0,0,0,1,14,12,1.16665941953382,0.422509491443634
"RNPS1",0,0,0,1,0,0,0,1,0,0,0,1
"ABCA3",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"HS3ST2",0,0,0,1,4,0,Inf,0.0625,4,0,Inf,0.0625
"USP31",8,3,2.6667306135269,0.11328125,6,6,1,0.61279296875,14,9,1.55552356454578,0.202436447143555
"SCNN1G",2,2,1,0.6875,4,1,3.99955850143943,0.1875,6,3,1.99994297853116,0.25390625
"SCNN1B",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"COG7",10,13,0.769239832262526,0.797563552856445,0,0,0,1,10,13,0.769239832262526,0.797563552856445
"GGA2",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"EARS2",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"UBFD1",0,0,0,1,0,0,0,1,0,0,0,1
"NDUFAB1",0,0,0,1,0,0,0,1,0,0,0,1
"PALB2",6,2,3.00007958303127,0.14453125,0,0,0,1,6,2,3.00007958303127,0.14453125
"DCTN5",2,2,1,0.6875,0,1,0,1,2,3,0.666679308369914,0.8125
"PLK1",0,0,0,1,0,5,0,1,0,5,0,1
"ERN2",34,41,0.829274801785746,0.822150380459256,0,0,0,1,34,41,0.829274801785746,0.822150380459256
"CHP2",13,27,0.481495613425208,0.991705498312513,0,0,0,1,13,27,0.481495613425208,0.991705498312513
"PRKCB",0,0,0,1,14,11,1.27271370645351,0.345018982887268,14,11,1.27271370645351,0.345018982887268
"CACNG3",0,2,0,1,5,5,1,0.623046875,5,7,0.714296885722386,0.80615234375
"CCNF",0,1,0,1,0,0,0,1,0,1,0,1
"RBBP6",1,1,1,0.75,0,5,0,1,1,6,0.166678456622776,0.9921875
"NTN3",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"TNRC6A",3,4,0.750009838248499,0.7734375,5,3,1.66662789881154,0.36328125,8,7,1.14285115631106,0.5
"SLC5A11",35,27,1.29628121655744,0.187075856202398,0,0,0,1,35,27,1.29628121655744,0.187075856202398
"ARHGAP17",0,1,0,1,0,1,0,1,0,2,0,1
"TBC1D24",6,4,1.49997155452711,0.376953125,0,0,0,1,6,4,1.49997155452711,0.376953125
"LCMT1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ATP6V0C",0,0,0,1,0,1,0,1,0,1,0,1
"AMDHD2",4,4,1,0.63671875,0,1,0,1,4,5,0.800007767854906,0.74609375
"AQP8",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"ZKSCAN2",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"PDPK1",1,4,0.250027596706012,0.96875,4,4,1,0.63671875,5,8,0.62501357396942,0.8665771484375
"HS3ST4",0,1,0,1,12,8,1.49997155016181,0.25172233581543,12,9,1.33331584138716,0.331811904907227
"KCTD5",0,0,0,1,0,0,0,1,0,0,0,1
"RGS11",22,22,1,0.559802089359663,0,0,0,1,22,22,1,0.559802089359663
"PRSS27",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"KDM8",0,5,0,1,0,0,0,1,0,5,0,1
"NSMCE1",6,3,1.99994297853116,0.25390625,0,0,0,1,6,3,1.99994297853116,0.25390625
"IL4R",0,0,0,1,0,0,0,1,0,0,0,1
"IL21R",0,1,0,1,0,0,0,1,0,1,0,1
"GTF3C1",1,4,0.250027596706012,0.96875,12,10,1.19999087544338,0.415905952453613,13,14,0.928601811381707,0.649445980787277
"KIAA0556",33,22,1.4999715348265,0.0885006823851794,0,0,0,1,33,22,1.4999715348265,0.0885006823851794
"SRRM2",7,8,0.875004583473351,0.696380615234375,0,0,0,1,7,8,0.875004583473351,0.696380615234375
"GSG1L",0,1,0,1,0,0,0,1,0,1,0,1
"PRSS33",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"XPO6",0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
"PRSS21",10,7,1.42854764369102,0.314529418945313,0,0,0,1,10,7,1.42854764369102,0.314529418945313
"ARHGDIG",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ZG16B",9,10,0.900004766557158,0.676197052001953,0,0,0,1,9,10,0.900004766557158,0.676197052001953
"NPIPB6",0,0,0,1,4,1,3.99955850143943,0.1875,4,1,3.99955850143943,0.1875
"PDIA2",37,42,0.880956717066001,0.750051561569836,0,0,0,1,37,42,0.880956717066001,0.750051561569836
"NPIPB7",0,0,0,1,3,2,1.49997155670705,0.5,3,2,1.49997155670705,0.5
"CLN3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"APOBR",0,1,0,1,0,0,0,1,0,1,0,1
"IL27",0,0,0,1,0,0,0,1,0,0,0,1
"PRSS22",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"NUPR1",3,6,0.500014255773652,0.91015625,0,0,0,1,3,6,0.500014255773652,0.91015625
"SULT1A2",0,0,0,1,0,0,0,1,0,0,0,1
"SULT1A1",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"AXIN1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ATXN2L",1,1,1,0.75,18,15,1.19999087605874,0.364166240440682,19,16,1.18749159425066,0.36793940042844
"TUFM",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"SH2B1",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
