"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"14408","CLDN3",0.5146,"NA","34 vs 27","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"20 vs 20",0.88,"14 vs 6",1.14
"14409","KIR3DL1",0.5144,"NA","129 vs 116","-",NA,"-",NA,"-",NA,"19 vs 17",0.41,"28 vs 27",1.1,"82 vs 72",1.15
"14410","CREM",0.5142,"NA","38 vs 50","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"38 vs 49",1
"14411","ASPN",0.514,"NA","53 vs 76","-",NA,"-",NA,"11 vs 17",0.63,"-",NA,"-",NA,"42 vs 59",0.81
"14412","MBOAT2",0.5139,"NA","83 vs 69","-",NA,"3 vs 3",0.47,"-",NA,"-",NA,"19 vs 19",0.91,"61 vs 47",1.21
"14413","NXNL1",0.5137,"NA","58 vs 84","-",NA,"-",NA,"1 vs 2",0.89,"-",NA,"33 vs 46",0.75,"24 vs 36",0.77
"14414","BTBD2",0.5134,"NA","107 vs 111","-",NA,"-",NA,"-",NA,"10 vs 9",0.65,"54 vs 49",1.04,"43 vs 53",0.75
"14415","POLD2",0.5132,"NA","83 vs 110","-",NA,"-",NA,"1 vs 2",0.93,"-",NA,"3 vs 4",0.93,"79 vs 104",0.6
"14416","TRIM65",0.5131,"NA","204 vs 213","-",NA,"-",NA,"5 vs 6",0.85,"-",NA,"-",NA,"199 vs 207",0.6
"14417","SPSB1",0.5131,"NA","25 vs 30","-",NA,"-",NA,"-",NA,"3 vs 7",0.45,"12 vs 9",1.23,"10 vs 14",0.92
"14418","FAM86B2",0.5127,"NA","8 vs 13","-",NA,"-",NA,"0 vs 2",0.87,"7 vs 10",0.59,"1 vs 1",1,"-",NA
"14419","ERAP1",0.5125,"NA","250 vs 285","-",NA,"-",NA,"51 vs 59",0.71,"-",NA,"-",NA,"199 vs 226",0.73
"14420","LPIN1",0.5125,"NA","209 vs 245","-",NA,"-",NA,"14 vs 8",1.1,"-",NA,"-",NA,"195 vs 237",0.47
"14421","ZNF233",0.5123,"NA","121 vs 146","-",NA,"-",NA,"0 vs 2",0.87,"-",NA,"-",NA,"121 vs 144",0.59
"14422","TSN",0.5122,"5","5 vs 8","-",NA,"0 vs 1",0.51,"-",NA,"1 vs 0",1.17,"3 vs 7",0.84,"1 vs 0",1.02
"14423","IVNS1ABP",0.5122,"NA","123 vs 110","-",NA,"1 vs 2",0.39,"-",NA,"-",NA,"35 vs 37",1.21,"87 vs 71",1.09
"14424","PACSIN2",0.5122,"NA","71 vs 100","-",NA,"-",NA,"2 vs 2",0.99,"-",NA,"11 vs 25",0.71,"58 vs 73",0.72
"14425","PAPPA",0.5122,"NA","375 vs 382","-",NA,"-",NA,"3 vs 1",1.13,"-",NA,"70 vs 77",0.66,"302 vs 304",0.69
"14426","MGAT2",0.512,"NA","61 vs 83","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"10 vs 14",0.86,"51 vs 68",0.63
"14427","KCNG1",0.5119,"NA","24 vs 30","-",NA,"-",NA,"-",NA,"5 vs 7",0.58,"19 vs 23",0.88,"-",NA
"14428","FOXD1",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14429","FAM171A2",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14430","EGR3",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14431","MEGF9",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14432","FOXD3",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14433","ZNF358",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14434","PRDM13",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14435","DLX2",0.5118,"4","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14436","FOXQ1",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14437","IRF2BP1",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14438","CEBPA",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14439","PPP2R2D",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14440","AJUBA",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14441","FZD2",0.5118,"NA","0 vs 1","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"-",NA
"14442","LRRC10",0.5117,"NA","108 vs 120","-",NA,"-",NA,"3 vs 7",0.77,"-",NA,"0 vs 1",0.97,"105 vs 112",0.69
"14443","CXCL13",0.5117,"NA","19 vs 33","-",NA,"1 vs 1",0.66,"-",NA,"-",NA,"-",NA,"18 vs 32",0.78
"14444","GHRHR",0.5117,"NA","141 vs 156","-",NA,"-",NA,"5 vs 6",0.85,"-",NA,"-",NA,"136 vs 150",0.6
"14445","SF3B5",0.5116,"NA","17 vs 16","-",NA,"0 vs 1",0.51,"-",NA,"2 vs 2",0.95,"15 vs 13",1.06,"-",NA
"14446","USP22",0.5113,"NA","30 vs 37","-",NA,"2 vs 1",0.98,"-",NA,"2 vs 4",0.66,"8 vs 18",0.8,"18 vs 14",0.99
"14447","GSTCD",0.5112,"NA","87 vs 118","-",NA,"-",NA,"3 vs 5",0.82,"-",NA,"-",NA,"84 vs 113",0.62
"14448","DISP1",0.5111,"NA","378 vs 368","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"378 vs 368",0.51
"14449","SCAP",0.5109,"NA","303 vs 275","-",NA,"-",NA,"4 vs 1",1.25,"11 vs 14",0.33,"50 vs 49",0.82,"238 vs 211",1.52
"14450","BEST2",0.5109,"NA","122 vs 134","-",NA,"-",NA,"6 vs 4",1.16,"1 vs 2",0.81,"52 vs 62",0.61,"63 vs 66",0.89
"14451","RMND1",0.5107,"NA","85 vs 116","-",NA,"-",NA,"2 vs 5",0.81,"-",NA,"-",NA,"83 vs 111",0.63
"14452","TRIM41",0.5106,"NA","190 vs 207","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"63 vs 61",1.25,"127 vs 145",0.8
"14453","MDGA1",0.5105,"NA","248 vs 261","-",NA,"2 vs 1",1.13,"-",NA,"11 vs 13",0.77,"95 vs 110",0.69,"140 vs 137",0.85
"14454","MYCBP",0.5105,"NA","13 vs 12","-",NA,"2 vs 2",0.49,"-",NA,"-",NA,"4 vs 1",1.1,"7 vs 9",0.95
"14455","NPSR1",0.5104,"NA","99 vs 113","-",NA,"-",NA,"8 vs 10",0.75,"-",NA,"-",NA,"91 vs 103",0.68
"14456","SDK1",0.5103,NA,"951 vs 964","-",NA,"-",NA,"8 vs 13",0.71,"-",NA,"-",NA,"943 vs 951",0.71
"14457","TMEM82",0.5103,"NA","143 vs 168","-",NA,"-",NA,"5 vs 4",0.89,"-",NA,"-",NA,"138 vs 164",0.57
"14458","IGSF8",0.5103,"NA","287 vs 310","-",NA,"-",NA,"15 vs 16",0.8,"-",NA,"-",NA,"272 vs 294",0.64
"14459","CHRNG",0.5103,"NA","174 vs 209","-",NA,"-",NA,"20 vs 22",0.8,"-",NA,"-",NA,"154 vs 187",0.64
"14460","FGD5",0.5102,"NA","416 vs 410","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"416 vs 410",0.51
"14461","ADAM12",0.5097,"NA","203 vs 214","-",NA,"-",NA,"5 vs 10",0.65,"-",NA,"1 vs 3",0.92,"197 vs 201",0.85
"14462","HOXB5",0.5096,"NA","42 vs 54","-",NA,"0 vs 1",0.51,"-",NA,"3 vs 1",1.38,"10 vs 19",0.79,"29 vs 33",0.92
"14463","CLCNKB",0.5094,"NA","120 vs 139","-",NA,"-",NA,"16 vs 12",0.96,"1 vs 2",0.76,"0 vs 1",0.97,"103 vs 124",0.72
"14464","DDX60",0.5093,"NA","253 vs 251","-",NA,"-",NA,"13 vs 16",0.65,"-",NA,"-",NA,"240 vs 235",0.78
"14465","ROCK1",0.509,"NA","73 vs 77","-",NA,"-",NA,"-",NA,"11 vs 12",0.62,"21 vs 22",0.87,"41 vs 43",0.95
"14466","PDCD10",0.5088,"NA","31 vs 36","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"3 vs 3",1,"28 vs 32",1
"14467","AICDA",0.5088,"NA","36 vs 42","-",NA,"-",NA,"-",NA,"6 vs 8",0.57,"8 vs 10",0.91,"22 vs 24",0.98
"14468","NCF4",0.5088,"NA","105 vs 112","-",NA,"-",NA,"2 vs 12",0.64,"-",NA,"-",NA,"103 vs 100",0.8
"14469","CA13",0.5087,"NA","44 vs 62","-",NA,"-",NA,"3 vs 8",0.67,"-",NA,"-",NA,"41 vs 54",0.76
"14470","WDR11",0.5087,"NA","267 vs 285","-",NA,"-",NA,"4 vs 4",0.98,"-",NA,"24 vs 30",0.82,"239 vs 251",0.63
"14471","KITLG",0.5086,"NA","26 vs 24","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"-",NA,"26 vs 23",0.99
"14472","FTCD",0.5084,"NA","226 vs 257","-",NA,"-",NA,"7 vs 7",0.95,"-",NA,"-",NA,"219 vs 250",0.53
"14473","SNX31",0.5084,"NA","175 vs 196","-",NA,"-",NA,"38 vs 45",0.74,"-",NA,"-",NA,"137 vs 151",0.69
"14474","RERGL",0.5083,"NA","101 vs 125","-",NA,"-",NA,"31 vs 37",0.72,"-",NA,"-",NA,"70 vs 88",0.7
"14475","DNAH8",0.5083,"NA","1139 vs 1170","-",NA,"-",NA,"91 vs 83",0.77,"-",NA,"-",NA,"1048 vs 1087",0.66
"14476","EPB41L2",0.5083,"NA","264 vs 291","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"264 vs 291",0.51
"14477","GALM",0.5081,"NA","118 vs 142","-",NA,"-",NA,"14 vs 24",0.63,"-",NA,"-",NA,"104 vs 118",0.8
"14478","CTBP1",0.508,"NA","53 vs 53","-",NA,"-",NA,"-",NA,"4 vs 7",0.56,"30 vs 28",0.94,"19 vs 18",0.96
"14479","RIN3",0.508,"NA","314 vs 341","-",NA,"-",NA,"8 vs 12",0.74,"-",NA,"47 vs 31",1.56,"259 vs 298",0.44
"14480","ZCCHC2",0.5079,"NA","236 vs 249","-",NA,"5 vs 4",0.74,"-",NA,"-",NA,"-",NA,"231 vs 245",0.68
"14481","UBA2",0.5079,"NA","34 vs 28","-",NA,"-",NA,"-",NA,"10 vs 11",0.44,"12 vs 6",1.15,"12 vs 11",1
"14482","MEDAG",0.5079,"NA","92 vs 102","-",NA,"-",NA,"5 vs 9",0.67,"-",NA,"-",NA,"87 vs 93",0.76
"14483","TLCD1",0.5078,"NA","91 vs 97","-",NA,"-",NA,"16 vs 13",0.75,"-",NA,"27 vs 30",0.73,"48 vs 54",0.93
"14484","POT1",0.5078,"4","91 vs 91","-",NA,"2 vs 3",0.25,"-",NA,"6 vs 1",2.48,"8 vs 11",0.92,"75 vs 76",0.89
"14485","LPAR1",0.5077,"NA","46 vs 47","-",NA,"-",NA,"-",NA,"0 vs 3",0.58,"17 vs 20",0.87,"29 vs 24",1
"14486","AMOTL1",0.5076,"NA","199 vs 224","-",NA,"-",NA,"3 vs 3",0.99,"-",NA,"-",NA,"196 vs 221",0.51
"14487","GFOD1",0.5075,"NA","52 vs 42","-",NA,"-",NA,"4 vs 2",1.15,"8 vs 12",0.34,"36 vs 25",1.25,"4 vs 3",1.03
"14488","PKN3",0.5075,"NA","333 vs 363","-",NA,"-",NA,"8 vs 8",0.97,"-",NA,"55 vs 54",0.92,"270 vs 301",0.57
"14489","RGS7",0.5073,"4","56 vs 63","-",NA,"2 vs 2",0.58,"-",NA,"0 vs 1",0.83,"33 vs 26",1.07,"21 vs 34",0.98
"14490","IK",0.5071,"NA","33 vs 46","-",NA,"-",NA,"5 vs 3",1.11,"3 vs 5",0.67,"15 vs 24",0.73,"10 vs 14",0.94
"14491","CREBZF",0.507,"NA","55 vs 68","-",NA,"-",NA,"-",NA,"4 vs 5",0.72,"33 vs 43",0.76,"18 vs 20",0.94
"14492","CCHCR1",0.5068,"NA","174 vs 190","-",NA,"-",NA,"6 vs 14",0.66,"-",NA,"89 vs 93",0.9,"79 vs 83",0.85
"14493","MAPK10",0.5068,"NA","31 vs 39","-",NA,"-",NA,"1 vs 0",1.06,"5 vs 6",0.6,"13 vs 20",0.83,"12 vs 13",0.94
"14494","USH2A",0.5068,"4","1780 vs 1723","-",NA,"-",NA,"46 vs 49",0.5,"-",NA,"-",NA,"1734 vs 1674",1.02
"14495","RNF34",0.5067,"NA","45 vs 44","-",NA,"2 vs 2",0.58,"-",NA,"-",NA,"13 vs 14",0.94,"30 vs 28",0.93
"14496","JAKMIP3",0.5066,"NA","262 vs 282","-",NA,"-",NA,"22 vs 26",0.79,"-",NA,"18 vs 17",1.13,"222 vs 239",0.57
"14497","ARFIP2",0.5065,"NA","39 vs 58","-",NA,"1 vs 1",0.76,"-",NA,"-",NA,"22 vs 27",0.83,"16 vs 30",0.8
"14498","DDX46",0.5065,"NA","60 vs 50","2 vs 3",0.28,"-",NA,"-",NA,"8 vs 5",1.35,"23 vs 23",0.98,"27 vs 19",1.37
"14499","YWHAQ",0.5065,"NA","6 vs 8","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"4 vs 3",1.03,"2 vs 4",0.96
"14500","SREBF2",0.5064,"NA","274 vs 283","-",NA,"-",NA,"0 vs 3",0.82,"-",NA,"-",NA,"274 vs 280",0.62
"14501","ZKSCAN8",0.5064,"NA","97 vs 130","-",NA,"-",NA,"7 vs 6",0.99,"-",NA,"9 vs 25",0.71,"81 vs 99",0.72
"14502","VDAC3",0.5064,"NA","47 vs 56","-",NA,"1 vs 2",0.55,"-",NA,"-",NA,"1 vs 1",1,"45 vs 53",0.93
"14503","LRP5L",0.5062,"NA","120 vs 141","-",NA,"-",NA,"17 vs 14",0.79,"-",NA,"-",NA,"103 vs 127",0.64
"14504","PPM1L",0.5061,"NA","43 vs 56","-",NA,"-",NA,"1 vs 0",1.06,"1 vs 3",0.68,"11 vs 21",0.74,"30 vs 32",0.95
"14505","TTI2",0.5058,NA,"134 vs 130","-",NA,"-",NA,"25 vs 24",0.61,"-",NA,"-",NA,"109 vs 106",0.83
"14506","ACOXL",0.5058,"NA","187 vs 210","-",NA,"-",NA,"23 vs 25",0.77,"-",NA,"-",NA,"164 vs 185",0.66
"14507","TBC1D21",0.5058,"NA","79 vs 99","-",NA,"-",NA,"0 vs 2",0.87,"-",NA,"2 vs 6",0.85,"77 vs 91",0.68
"14508","LCA5L",0.5057,"NA","143 vs 163","-",NA,"-",NA,"2 vs 8",0.7,"-",NA,"-",NA,"141 vs 155",0.73
"14509","ACSBG1",0.5056,"NA","183 vs 200","-",NA,"-",NA,"3 vs 3",1.03,"-",NA,"34 vs 40",0.66,"146 vs 157",0.74
"14510","TBX18",0.5056,"NA","190 vs 195","1 vs 1",0.74,"-",NA,"-",NA,"1 vs 0",1.17,"51 vs 58",0.69,"137 vs 136",0.85
"14511","MYH8",0.5054,"NA","433 vs 468","-",NA,"-",NA,"57 vs 55",1.22,"-",NA,"-",NA,"376 vs 413",0.42
"14512","SLC13A2",0.5053,"NA","155 vs 163","-",NA,"-",NA,"9 vs 13",0.8,"-",NA,"15 vs 14",0.95,"131 vs 136",0.67
"14513","PSMD13",0.5052,"NA","65 vs 58","1 vs 1",0.64,"-",NA,"-",NA,"-",NA,"7 vs 11",0.81,"57 vs 46",0.98
"14514","MGRN1",0.505,"NA","200 vs 210","-",NA,"-",NA,"4 vs 8",0.71,"-",NA,"-",NA,"196 vs 202",0.71
"14515","HIPK2",0.5049,"NA","209 vs 182","3 vs 3",0.35,"-",NA,"-",NA,"-",NA,"48 vs 41",1.25,"158 vs 138",1.18
"14516","HNRNPD",0.5049,"NA","9 vs 17","-",NA,"-",NA,"-",NA,"2 vs 5",0.6,"5 vs 11",0.83,"2 vs 1",1.03
"14517","RXRB",0.5046,"NA","36 vs 45","-",NA,"-",NA,"-",NA,"0 vs 3",0.58,"12 vs 9",1.01,"24 vs 33",0.86
"14518","CCDC146",0.5045,"NA","226 vs 221","-",NA,"-",NA,"23 vs 28",0.52,"-",NA,"-",NA,"203 vs 193",0.97
"14519","CPLX2",0.5043,"NA","16 vs 21","-",NA,"-",NA,"-",NA,"8 vs 9",0.53,"3 vs 4",0.98,"5 vs 8",0.98
"14520","SLC47A1",0.5043,"NA","176 vs 199","-",NA,"-",NA,"0 vs 4",0.76,"-",NA,"-",NA,"176 vs 195",0.66
"14521","DUSP7",0.5042,"NA","45 vs 54","-",NA,"-",NA,"-",NA,"2 vs 7",0.38,"27 vs 28",1.25,"16 vs 19",1.05
"14522","ZNF281",0.5042,"NA","148 vs 176","-",NA,"-",NA,"-",NA,"-",NA,"34 vs 39",0.86,"114 vs 137",0.59
"14523","SNRK",0.504,"NA","62 vs 55","0 vs 1",0.49,"-",NA,"-",NA,"6 vs 4",1.05,"21 vs 21",0.95,"35 vs 29",1.04
"14524","DCAF4L1",0.5037,"NA","44 vs 50","-",NA,"-",NA,"0 vs 3",0.86,"4 vs 5",0.69,"18 vs 20",0.9,"22 vs 22",0.95
"14525","FLT4",0.5037,"NA","297 vs 304","-",NA,"-",NA,"-",NA,"2 vs 0",1.36,"65 vs 81",0.49,"230 vs 223",0.76
"14526","SLC35G1",0.5035,"NA","98 vs 142","-",NA,"-",NA,"4 vs 7",0.9,"-",NA,"-",NA,"94 vs 135",0.56
"14527","SEC24C",0.5034,"NA","284 vs 254","2 vs 2",0.54,"-",NA,"-",NA,"-",NA,"123 vs 110",1.02,"159 vs 142",0.91
"14528","FNBP1",0.5032,"NA","85 vs 85","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"2 vs 5",0.88,"83 vs 79",1.12
"14529","CHD2",0.5032,"1","197 vs 180","0 vs 1",0.49,"-",NA,"-",NA,"13 vs 11",1.03,"40 vs 33",1,"144 vs 135",1.01
"14530","FBXW9",0.5028,"NA","115 vs 135","-",NA,"-",NA,"3 vs 8",0.79,"-",NA,"72 vs 94",0.58,"40 vs 33",1.11
"14531","ARF5",0.5026,"NA","11 vs 10","-",NA,"1 vs 1",0.66,"-",NA,"1 vs 3",0.68,"5 vs 1",1.18,"4 vs 5",0.96
"14532","PSENEN",0.5024,"NA","5 vs 5","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"3 vs 4",0.95,"2 vs 0",1.04
"14533","SHANK2",0.5023,"2","390 vs 390","-",NA,"-",NA,"2 vs 3",0.93,"-",NA,"173 vs 174",0.63,"215 vs 213",0.86
"14534","GLUL",0.5023,"NA","29 vs 30","0 vs 1",0.49,"-",NA,"-",NA,"-",NA,"11 vs 4",1.27,"18 vs 25",0.81
"14535","COL8A2",0.5022,"NA","121 vs 142","-",NA,"-",NA,"2 vs 2",0.99,"-",NA,"16 vs 13",0.97,"103 vs 127",0.52
"14536","NCSTN",0.5021,"NA","108 vs 101","1 vs 1",0.64,"-",NA,"-",NA,"4 vs 4",0.76,"26 vs 19",1.02,"77 vs 77",1.01
"14537","FAM178B",0.5021,"NA","154 vs 188","-",NA,"-",NA,"13 vs 11",0.83,"-",NA,"-",NA,"141 vs 177",0.6
"14538","OCA2",0.5019,"NA","336 vs 351","-",NA,"-",NA,"4 vs 7",0.84,"-",NA,"-",NA,"332 vs 344",0.6
"14539","GPR151",0.5016,"NA","145 vs 156","-",NA,"-",NA,"27 vs 35",0.7,"-",NA,"-",NA,"118 vs 121",0.72
"14540","PRR14",0.5015,"NA","141 vs 156","-",NA,"-",NA,"2 vs 2",0.99,"-",NA,"2 vs 10",0.77,"137 vs 144",0.66
"14541","RAPGEFL1",0.5014,"NA","72 vs 81","-",NA,"-",NA,"0 vs 4",0.8,"0 vs 1",0.83,"27 vs 24",1,"45 vs 52",0.75
"14542","RHBDD2",0.5012,"NA","86 vs 94","-",NA,"1 vs 1",0.76,"-",NA,"-",NA,"19 vs 17",0.95,"66 vs 76",0.69
"14543","MKKS",0.5009,"NA","154 vs 181","-",NA,"-",NA,"5 vs 7",0.82,"-",NA,"-",NA,"149 vs 174",0.61
"14544","ANKS1A",0.5005,"NA","276 vs 262","-",NA,"3 vs 2",0.91,"-",NA,"10 vs 16",0.27,"82 vs 51",2.13,"181 vs 193",0.94
"14545","PRSS33",0.5004,"NA","67 vs 78","-",NA,"-",NA,"2 vs 3",0.89,"-",NA,"26 vs 35",0.65,"39 vs 40",0.87
"14546","ISM1",0.5002,"NA","98 vs 108","-",NA,"-",NA,"2 vs 1",1.02,"0 vs 3",0.71,"31 vs 33",0.82,"65 vs 71",0.84
"14547","GNL1",0.5002,"NA","124 vs 115","0 vs 1",0.49,"-",NA,"-",NA,"-",NA,"64 vs 56",0.93,"60 vs 58",1.11
"14548","RAVER2",0.4999,"NA","115 vs 125","-",NA,"-",NA,"3 vs 6",0.77,"-",NA,"-",NA,"112 vs 119",0.65
"14549","PSMB10",0.4998,"NA","46 vs 59","-",NA,"-",NA,"3 vs 8",0.69,"1 vs 1",0.91,"12 vs 14",0.88,"30 vs 36",0.9
"14550","ITIH1",0.4996,"NA","328 vs 322","-",NA,"-",NA,"36 vs 34",0.67,"-",NA,"-",NA,"292 vs 288",0.75
"14551","CAMKV",0.4995,"NA","65 vs 52","-",NA,"-",NA,"-",NA,"13 vs 14",0.43,"20 vs 15",1.13,"32 vs 23",1.04
"14552","TTLL6",0.4993,"NA","324 vs 341","-",NA,"-",NA,"42 vs 34",0.95,"-",NA,"2 vs 5",0.9,"280 vs 302",0.58
"14553","ZNF77",0.499,"NA","194 vs 222","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"194 vs 222",0.5
"14554","ELMOD3",0.4989,"NA","64 vs 88","-",NA,"-",NA,"5 vs 9",0.68,"-",NA,"-",NA,"59 vs 79",0.74
"14555","TRAF7",0.4989,"4","104 vs 131","-",NA,"-",NA,"-",NA,"12 vs 10",0.99,"44 vs 55",0.64,"48 vs 66",0.79
"14556","TCOF1",0.4986,"NA","435 vs 404","-",NA,"1 vs 1",0.66,"-",NA,"-",NA,"-",NA,"434 vs 403",0.76
"14557","PPP2R5D",0.4986,"4","36 vs 37","2 vs 2",0.54,"-",NA,"-",NA,"6 vs 5",0.97,"18 vs 13",1.07,"10 vs 17",0.88
"14558","KIAA0586",0.4981,"NA","341 vs 367","-",NA,"-",NA,"12 vs 10",1.09,"-",NA,"-",NA,"329 vs 357",0.46
"14559","MACC1",0.4981,"NA","266 vs 264","-",NA,"-",NA,"13 vs 15",0.81,"-",NA,"-",NA,"253 vs 249",0.62
"14560","NPHP3",0.498,"NA","313 vs 331","-",NA,"-",NA,"25 vs 25",0.81,"-",NA,"-",NA,"288 vs 306",0.61
"14561","RNF135",0.498,"4","103 vs 138","-",NA,"-",NA,"11 vs 15",0.77,"-",NA,"-",NA,"92 vs 123",0.64
"14562","YTHDF1",0.4977,"NA","94 vs 70","-",NA,"1 vs 2",0.39,"-",NA,"-",NA,"18 vs 22",0.86,"75 vs 46",1.48
"14563","ZNF778",0.4977,"NA","379 vs 411","-",NA,"-",NA,"1 vs 5",0.9,"-",NA,"-",NA,"378 vs 406",0.55
"14564","SLC9A8",0.4977,"NA","128 vs 130","-",NA,"-",NA,"4 vs 7",0.81,"-",NA,"25 vs 27",0.9,"99 vs 96",0.68
"14565","FSCN2",0.4977,"NA","301 vs 306","-",NA,"-",NA,"13 vs 19",0.77,"-",NA,"-",NA,"288 vs 287",0.64
"14566","TM9SF4",0.4976,"NA","65 vs 76","-",NA,"-",NA,"-",NA,"4 vs 6",0.68,"26 vs 28",0.85,"35 vs 42",0.85
"14567","RAB3GAP1",0.4975,"NA","145 vs 158","-",NA,"-",NA,"3 vs 9",0.69,"-",NA,"4 vs 3",0.99,"138 vs 146",0.73
"14568","FURIN",0.4972,"NA","175 vs 186","-",NA,"-",NA,"-",NA,"6 vs 6",0.8,"51 vs 54",0.64,"118 vs 126",0.98
"14569","SEC11C",0.4969,"NA","10 vs 16","-",NA,"1 vs 1",0.76,"-",NA,"0 vs 2",0.75,"7 vs 9",0.9,"2 vs 4",0.97
"14570","SOX15",0.4969,"NA","31 vs 35","-",NA,"-",NA,"-",NA,"5 vs 9",0.61,"10 vs 13",0.83,"16 vs 13",0.99
"14571","ZFYVE27",0.4969,"NA","81 vs 118","-",NA,"-",NA,"2 vs 2",0.95,"-",NA,"12 vs 20",0.89,"67 vs 96",0.59
"14572","SMARCD1",0.4968,"NA","40 vs 38","1 vs 1",0.64,"-",NA,"-",NA,"6 vs 6",0.76,"27 vs 25",1.07,"6 vs 6",0.97
"14573","MVB12B",0.4968,"NA","38 vs 38","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"10 vs 12",0.95,"28 vs 25",1.02
"14574","POLR1A",0.4968,"NA","339 vs 310","3 vs 3",0.4,"-",NA,"-",NA,"-",NA,"104 vs 80",1.51,"232 vs 227",0.83
"14575","ZNF423",0.4968,"NA","349 vs 362","1 vs 0",1.51,"-",NA,"-",NA,"6 vs 5",0.78,"83 vs 92",0.57,"259 vs 265",0.74
"14576","KIAA1324",0.4966,"NA","252 vs 268","-",NA,"-",NA,"8 vs 10",0.72,"-",NA,"-",NA,"244 vs 258",0.69
"14577","CASC1",0.4959,"NA","108 vs 127","-",NA,"-",NA,"12 vs 17",0.8,"-",NA,"-",NA,"96 vs 110",0.62
"14578","DLEC1",0.4958,"NA","591 vs 660","-",NA,"-",NA,"28 vs 21",1.22,"-",NA,"-",NA,"563 vs 639",0.41
"14579","IKZF1",0.4957,"NA","47 vs 47","-",NA,"-",NA,"-",NA,"7 vs 11",0.39,"22 vs 13",1.37,"18 vs 23",0.92
"14580","ZNF775",0.4957,"NA","113 vs 106","-",NA,"-",NA,"1 vs 0",1.06,"9 vs 11",0.46,"49 vs 40",1.07,"54 vs 55",0.94
"14581","ALDH3B1",0.4957,"NA","160 vs 177","-",NA,"-",NA,"2 vs 5",0.8,"-",NA,"12 vs 6",1.11,"146 vs 166",0.56
"14582","TBC1D12",0.4956,"NA","159 vs 162","-",NA,"-",NA,"2 vs 3",0.85,"-",NA,"46 vs 49",0.81,"111 vs 110",0.72
"14583","GRB14",0.4954,"NA","130 vs 163","-",NA,"-",NA,"3 vs 4",0.91,"2 vs 3",0.74,"9 vs 3",1.24,"116 vs 153",0.59
"14584","SLC39A10",0.4954,"NA","118 vs 131","-",NA,"0 vs 1",0.51,"-",NA,"6 vs 2",1.82,"1 vs 2",0.97,"111 vs 126",0.55
"14585","CATSPER1",0.4952,"NA","174 vs 206","-",NA,"-",NA,"4 vs 1",1.15,"-",NA,"22 vs 25",0.82,"148 vs 180",0.52
"14586","CASD1",0.4952,"NA","141 vs 155","-",NA,"-",NA,"3 vs 6",0.89,"-",NA,"41 vs 44",0.73,"97 vs 105",0.76
"14587","QRFPR",0.4952,"NA","186 vs 190","-",NA,"-",NA,"5 vs 7",0.83,"2 vs 2",0.93,"45 vs 31",1.03,"134 vs 150",0.63
"14588","SMARCB1",0.495,"NA","6 vs 9","0 vs 1",0.49,"-",NA,"-",NA,"2 vs 1",1.13,"4 vs 7",0.9,"-",NA
